baseline,horizon_h,variable,mae,se,err
persistence,72,surface_pressure,1.3000000000000682,1.6900000000001774,-1.3000000000000682
persistence,72,precipitation,0.0,0.0,0.0
climatology,1,temperature_2m,0.43333333333333357,0.187777777777778,0.43333333333333357
climatology,1,relative_humidity_2m,8.700000000000003,75.69000000000005,-8.700000000000003
climatology,1,cloud_cover,13.099999999999994,171.60999999999984,13.099999999999994
climatology,1,wind_speed_100m,3.3366666666666642,11.133344444444429,3.3366666666666642
climatology,1,wind_speed_10m,0.5333333333333332,0.28444444444444433,0.5333333333333332
climatology,1,surface_pressure,0.5233333333333121,0.27387777777775557,0.5233333333333121
climatology,1,precipitation,0.0,0.0,0.0
climatology,6,temperature_2m,1.2100000000000009,1.464100000000002,1.2100000000000009
climatology,6,relative_humidity_2m,8.766666666666666,76.85444444444443,-8.766666666666666
climatology,6,cloud_cover,12.533333333333331,157.0844444444444,12.533333333333331
climatology,6,wind_speed_100m,1.9099999999999993,3.6480999999999972,1.9099999999999993
climatology,6,wind_speed_10m,0.023333333333332984,0.0005444444444444281,-0.023333333333332984
climatology,6,surface_pressure,0.8699999999998909,0.7568999999998101,0.8699999999998909
climatology,6,precipitation,0.02333333333333333,0.0005444444444444443,-0.02333333333333333
climatology,12,shortwave_radiation,86.9666666666667,7563.201111111116,86.9666666666667
climatology,12,direct_normal_irradiance,207.80999999999995,43184.996099999975,207.80999999999995
climatology,12,diffuse_radiation,98.76666666666668,9754.854444444447,-98.76666666666668
climatology,12,temperature_2m,1.5700000000000038,2.464900000000012,1.5700000000000038
climatology,12,relative_humidity_2m,10.966666666666669,120.26777777777782,-10.966666666666669
climatology,12,cloud_cover,4.266666666666666,18.204444444444437,4.266666666666666
climatology,12,wind_speed_100m,3.683333333333332,13.566944444444433,3.683333333333332
climatology,12,wind_speed_10m,2.09,4.368099999999999,2.09
climatology,12,surface_pressure,0.0066666666665469165,4.4444444442847776e-05,-0.0066666666665469165
climatology,12,precipitation,0.020000000000000004,0.0004000000000000002,-0.020000000000000004
climatology,24,temperature_2m,0.22999999999999865,0.05289999999999938,0.22999999999999865
climatology,24,relative_humidity_2m,9.433333333333337,88.98777777777785,-9.433333333333337
climatology,24,cloud_cover,17.46666666666667,305.0844444444445,17.46666666666667
climatology,24,wind_speed_100m,4.173333333333335,17.416711111111123,4.173333333333335
climatology,24,wind_speed_10m,1.2433333333333336,1.5458777777777786,1.2433333333333336
climatology,24,surface_pressure,0.2166666666664696,0.04694444444435905,-0.2166666666664696
climatology,24,precipitation,0.0,0.0,0.0
climatology,48,temperature_2m,1.1700000000000017,1.368900000000004,-1.1700000000000017
climatology,48,relative_humidity_2m,7.433333333333337,55.2544444444445,-7.433333333333337
climatology,48,cloud_cover,12.466666666666669,155.41777777777781,12.466666666666669
climatology,48,wind_speed_100m,2.7733333333333343,7.691377777777784,2.7733333333333343
climatology,48,wind_speed_10m,3.0433333333333334,9.261877777777778,3.0433333333333334
climatology,48,surface_pressure,1.416666666666515,2.0069444444440148,-1.416666666666515
climatology,48,precipitation,0.0,0.0,0.0
climatology,72,temperature_2m,0.129999999999999,0.01689999999999974,0.129999999999999
climatology,72,relative_humidity_2m,0.4333333333333371,0.18777777777778107,-0.4333333333333371
climatology,72,cloud_cover,17.46666666666667,305.0844444444445,17.46666666666667
climatology,72,wind_speed_100m,0.5733333333333341,0.328711111111112,0.5733333333333341
climatology,72,wind_speed_10m,0.9566666666666661,0.9152111111111101,-0.9566666666666661
climatology,72,surface_pressure,0.5166666666665378,0.2669444444443113,-0.5166666666665378
climatology,72,precipitation,0.0,0.0,0.0
mos,1,temperature_2m,0.303391207627147,0.09204622486545862,-0.303391207627147
mos,1,relative_humidity_2m,5.265601689102098,27.72656114827487,-5.265601689102098
mos,1,cloud_cover,3.0,9.0,-3.0
mos,1,wind_speed_100m,7.818318163964756,61.126098912981234,7.818318163964756
mos,1,wind_speed_10m,2.2605306747753815,5.109998931600441,2.2605306747753815
mos,1,surface_pressure,0.06006040816885161,0.003607252629409057,0.06006040816885161
mos,1,precipitation,0.0,0.0,0.0
mos,6,temperature_2m,0.9630106088859627,0.9273894328269126,0.9630106088859627
mos,6,relative_humidity_2m,8.53218629119246,72.79820290761255,-8.53218629119246
mos,6,cloud_cover,12.0,144.0,-12.0
mos,6,wind_speed_100m,5.999816641531837,35.99779973200236,5.999816641531837
mos,6,wind_speed_10m,1.2251660431877471,1.5010318333803208,1.2251660431877471
mos,6,surface_pressure,0.6466601296791623,0.418169323316671,0.6466601296791623
mos,6,precipitation,0.0,0.0,0.0
mos,12,shortwave_radiation,42.569749313814896,1812.1835566410439,-42.569749313814896
mos,12,direct_normal_irradiance,148.69471631043086,22110.118658639512,148.69471631043086
mos,12,diffuse_radiation,101.743518652214,10351.743587733417,-101.743518652214
mos,12,temperature_2m,0.8095037403358276,0.655296305617695,0.8095037403358276
mos,12,relative_humidity_2m,5.255851906728388,27.623979265460434,-5.255851906728388
mos,12,cloud_cover,3.0,9.0,3.0
mos,12,wind_speed_100m,8.461512713701357,71.5971974041297,8.461512713701357
mos,12,wind_speed_10m,5.118534861211899,26.19939912544151,5.118534861211899
mos,12,surface_pressure,0.17266892241991627,0.029814556769655064,0.17266892241991627
mos,12,precipitation,0.30000000000000004,0.09000000000000002,-0.30000000000000004
mos,24,temperature_2m,0.5323705351201955,0.2834183866641633,0.5323705351201955
mos,24,relative_humidity_2m,9.485414206199295,89.97308266316739,-9.485414206199295
mos,24,cloud_cover,0.0,0.0,0.0
mos,24,wind_speed_100m,8.492867609392727,72.12880023067213,8.492867609392727
mos,24,wind_speed_10m,3.3118266718136833,10.968195904136499,3.3118266718136833
mos,24,surface_pressure,0.02341328394265929,0.0005481818649795874,0.02341328394265929
mos,24,precipitation,0.0,0.0,0.0
mos,48,temperature_2m,0.15997547796757772,0.025592153550954944,-0.15997547796757772
mos,48,relative_humidity_2m,14.155661614234006,200.3827557366981,-14.155661614234006
mos,48,cloud_cover,0.0,0.0,0.0
mos,48,wind_speed_100m,7.873732471282059,61.995663029321484,7.873732471282059
mos,48,wind_speed_10m,5.1115610351884415,26.12805621645673,5.1115610351884415
mos,48,surface_pressure,0.8341851716627389,0.6958649006219931,-0.8341851716627389
mos,48,precipitation,0.0,0.0,0.0
mos,72,temperature_2m,0.01899475921558924,0.00036080087765821237,0.01899475921558924
mos,72,relative_humidity_2m,2.7965745398872173,7.820829157145401,-2.7965745398872173
mos,72,cloud_cover,1.0,1.0,-1.0
mos,72,wind_speed_100m,5.3115205366946245,28.212250411728753,5.3115205366946245
mos,72,wind_speed_10m,1.0837847701881766,1.174589428091839,1.0837847701881766
mos,72,surface_pressure,0.3379220825681841,0.11419133388721865,0.3379220825681841
mos,72,precipitation,0.0,0.0,0.0
patchtst,1,temperature_2m,0.3440187979661662,0.11834893335408588,0.3440187979661662
patchtst,1,relative_humidity_2m,0.21321778336616148,0.04546182314357937,-0.21321778336616148
patchtst,1,cloud_cover,12.575069296533457,158.13236781261844,12.575069296533457
patchtst,1,wind_speed_100m,2.4136263795483064,5.825592300051465,2.4136263795483064
patchtst,1,wind_speed_10m,0.46012800319164926,0.2117177793211344,0.46012800319164926
patchtst,1,surface_pressure,0.006954728810796951,4.836825283172917e-05,0.006954728810796951
patchtst,1,precipitation,0.0069239807045442525,4.794150879690112e-05,-0.0069239807045442525
patchtst,6,temperature_2m,0.8899341176297462,0.7919827337214349,0.8899341176297462
patchtst,6,relative_humidity_2m,5.050941513225709,25.512010170026816,-5.050941513225709
patchtst,6,cloud_cover,5.097352778027471,25.983005343664374,-5.097352778027471
patchtst,6,wind_speed_100m,1.722371935268784,2.9665650834015365,1.722371935268784
patchtst,6,wind_speed_10m,0.11078309938470676,0.012272895109281815,-0.11078309938470676
patchtst,6,surface_pressure,0.44242137799062675,0.19573667570312503,0.44242137799062675
patchtst,6,precipitation,0.028549161567629044,0.0008150546262145873,-0.028549161567629044
patchtst,12,shortwave_radiation,185.15085007104847,34280.83728203187,185.15085007104847
patchtst,12,direct_normal_irradiance,241.47144951765972,58308.46093215969,241.47144951765972
patchtst,12,diffuse_radiation,48.73393412910045,2374.9963356995013,-48.73393412910045
patchtst,12,temperature_2m,1.034606323326038,1.0704102442662224,1.034606323326038
patchtst,12,relative_humidity_2m,3.2479825552059296,10.54939067892204,-3.2479825552059296
patchtst,12,cloud_cover,8.952160692046576,80.14118105622383,-8.952160692046576
patchtst,12,wind_speed_100m,3.095987822108274,9.585140594642734,3.095987822108274
patchtst,12,wind_speed_10m,1.976718503160221,3.907416040735985,1.976718503160221
patchtst,12,surface_pressure,0.7237235037262053,0.5237757098457347,-0.7237235037262053
patchtst,12,precipitation,0.06233369112122142,0.003885489048795838,0.06233369112122142
patchtst,24,temperature_2m,0.09200892855664478,0.008465642934141763,-0.09200892855664478
patchtst,24,relative_humidity_2m,3.3927438637740863,11.510710925176715,-3.3927438637740863
patchtst,24,cloud_cover,14.16291386873418,200.58812925318296,14.16291386873418
patchtst,24,wind_speed_100m,3.778935725077086,14.280355214263883,3.778935725077086
patchtst,24,wind_speed_10m,1.0622167891445433,1.128304507140543,1.0622167891445433
patchtst,24,surface_pressure,0.4957341733789917,0.24575237065575223,-0.4957341733789917
patchtst,24,precipitation,0.023553851611180232,0.0005547839257214976,-0.023553851611180232
patchtst,48,temperature_2m,1.3946481358872642,1.945043422933821,-1.3946481358872642
patchtst,48,relative_humidity_2m,3.943821977345081,15.553731788990065,-3.943821977345081
patchtst,48,cloud_cover,8.537892579311503,72.89560969586243,8.537892579311503
patchtst,48,wind_speed_100m,2.382317356088122,5.675435985118701,2.382317356088122
patchtst,48,wind_speed_10m,2.6773332894685598,7.168113542896538,2.6773332894685598
patchtst,48,surface_pressure,1.5024473504457774,2.2573480408615367,-1.5024473504457774
patchtst,48,precipitation,0.006182937159911861,3.8228711923418946e-05,-0.006182937159911861
patchtst,72,temperature_2m,0.37339377853907685,0.13942291385168917,-0.37339377853907685
patchtst,72,relative_humidity_2m,1.240113631626457,1.5378818193457597,1.240113631626457
patchtst,72,cloud_cover,11.302208107836464,127.73990811284429,11.302208107836464
patchtst,72,wind_speed_100m,0.5858304448995524,0.34319731017120747,0.5858304448995524
patchtst,72,wind_speed_10m,1.2272794858589267,1.5062149364101514,-1.2272794858589267
patchtst,72,surface_pressure,0.7415548900625026,0.5499036549756103,-0.7415548900625026
patchtst,72,precipitation,0.0,0.0,0.0
ecmwf_crudo,1,temperature_2m,0.20000000000000107,0.040000000000000424,-0.20000000000000107
ecmwf_crudo,1,relative_humidity_2m,12.0,144.0,-12.0
ecmwf_crudo,1,cloud_cover,3.0,9.0,-3.0
ecmwf_crudo,1,wind_speed_10m,10.6,112.36,-10.6
ecmwf_crudo,1,surface_pressure,2.0,4.0,-2.0
ecmwf_crudo,6,temperature_2m,0.40000000000000036,0.16000000000000028,0.40000000000000036
ecmwf_crudo,6,relative_humidity_2m,15.0,225.0,-15.0
ecmwf_crudo,6,cloud_cover,12.0,144.0,-12.0
ecmwf_crudo,6,wind_speed_10m,11.6,134.56,-11.6
ecmwf_crudo,6,surface_pressure,1.8999999999999773,3.6099999999999137,-1.8999999999999773
ecmwf_crudo,12,shortwave_radiation,21.0,441.0,-21.0
ecmwf_crudo,12,temperature_2m,3.1000000000000014,9.610000000000008,3.1000000000000014
ecmwf_crudo,12,relative_humidity_2m,23.0,529.0,-23.0
ecmwf_crudo,12,cloud_cover,3.0,9.0,3.0
ecmwf_crudo,12,wind_speed_10m,14.7,216.08999999999997,-14.7
ecmwf_crudo,12,surface_pressure,1.0,1.0,-1.0
ecmwf_crudo,24,temperature_2m,0.7999999999999989,0.6399999999999983,0.7999999999999989
ecmwf_crudo,24,relative_humidity_2m,15.0,225.0,-15.0
ecmwf_crudo,24,cloud_cover,0.0,0.0,0.0
ecmwf_crudo,24,wind_speed_10m,11.3,127.69000000000001,-11.3
ecmwf_crudo,24,surface_pressure,1.6000000000000227,2.560000000000073,-1.6000000000000227
ecmwf_crudo,48,temperature_2m,0.29999999999999893,0.08999999999999936,0.29999999999999893
ecmwf_crudo,48,relative_humidity_2m,17.0,289.0,-17.0
ecmwf_crudo,48,cloud_cover,0.0,0.0,0.0
ecmwf_crudo,48,wind_speed_10m,2.5,6.25,-2.5
ecmwf_crudo,48,surface_pressure,2.2000000000000455,4.8400000000002,-2.2000000000000455
ecmwf_crudo,72,temperature_2m,0.1999999999999993,0.039999999999999716,0.1999999999999993
ecmwf_crudo,72,relative_humidity_2m,10.0,100.0,-10.0
ecmwf_crudo,72,cloud_cover,1.0,1.0,-1.0
ecmwf_crudo,72,wind_speed_10m,12.700000000000001,161.29000000000002,-12.700000000000001
ecmwf_crudo,72,surface_pressure,1.6000000000000227,2.560000000000073,-1.6000000000000227
persistence,1,temperature_2m,0.40000000000000036,0.16000000000000028,0.40000000000000036
persistence,1,relative_humidity_2m,5.0,25.0,-5.0
persistence,1,cloud_cover,11.0,121.0,-11.0
persistence,1,wind_speed_100m,5.5,30.25,5.5
persistence,1,wind_speed_10m,2.1,4.41,2.1
persistence,1,surface_pressure,0.10000000000002274,0.010000000000004547,-0.10000000000002274
persistence,1,precipitation,0.0,0.0,0.0
persistence,6,shortwave_radiation,60.0,3600.0,60.0
persistence,6,direct_normal_irradiance,284.09999999999997,80712.80999999998,284.09999999999997
persistence,6,diffuse_radiation,184.0,33856.0,-184.0
persistence,6,temperature_2m,0.3000000000000007,0.09000000000000043,0.3000000000000007
persistence,6,relative_humidity_2m,2.0,4.0,-2.0
persistence,6,cloud_cover,13.0,169.0,-13.0
persistence,6,wind_speed_100m,0.10000000000000142,0.010000000000000285,-0.10000000000000142
persistence,6,wind_speed_10m,0.20000000000000018,0.04000000000000007,0.20000000000000018
persistence,6,surface_pressure,0.6000000000000227,0.3600000000000273,-0.6000000000000227
persistence,6,precipitation,0.1,0.010000000000000002,0.1
persistence,12,shortwave_radiation,50.0,2500.0,50.0
persistence,12,direct_normal_irradiance,167.60000000000002,28089.76000000001,167.60000000000002
persistence,12,diffuse_radiation,22.0,484.0,-22.0
persistence,12,temperature_2m,0.3999999999999986,0.15999999999999887,-0.3999999999999986
persistence,12,relative_humidity_2m,3.0,9.0,3.0
persistence,12,cloud_cover,27.0,729.0,-27.0
persistence,12,wind_speed_100m,3.200000000000001,10.240000000000007,3.200000000000001
persistence,12,wind_speed_10m,2.1000000000000005,4.410000000000002,2.1000000000000005
persistence,12,surface_pressure,0.6000000000000227,0.3600000000000273,-0.6000000000000227
persistence,12,precipitation,0.0,0.0,0.0
persistence,24,temperature_2m,1.5,2.25,-1.5
persistence,24,relative_humidity_2m,2.0,4.0,2.0
persistence,24,cloud_cover,8.0,64.0,-8.0
persistence,24,wind_speed_100m,3.4000000000000004,11.560000000000002,3.4000000000000004
persistence,24,wind_speed_10m,2.9,8.41,2.9
persistence,24,surface_pressure,1.1000000000000227,1.21000000000005,-1.1000000000000227
persistence,24,precipitation,0.0,0.0,0.0
persistence,48,temperature_2m,2.0,4.0,-2.0
persistence,48,relative_humidity_2m,5.0,25.0,5.0
persistence,48,cloud_cover,11.0,121.0,11.0
persistence,48,wind_speed_100m,3.0,9.0,3.0
persistence,48,wind_speed_10m,3.0000000000000004,9.000000000000004,3.0000000000000004
persistence,48,surface_pressure,1.900000000000091,3.610000000000346,-1.900000000000091
persistence,48,precipitation,0.0,0.0,0.0
persistence,72,temperature_2m,1.0999999999999996,1.2099999999999993,-1.0999999999999996
persistence,72,relative_humidity_2m,4.0,16.0,4.0
persistence,72,cloud_cover,7.0,49.0,7.0
persistence,72,wind_speed_100m,0.0,0.0,0.0
persistence,72,wind_speed_10m,0.5,0.25,0.5
persistence,72,surface_pressure,1.5,2.25,-1.5
persistence,72,precipitation,0.0,0.0,0.0
climatology,1,temperature_2m,0.8766666666666669,0.7685444444444449,0.8766666666666669
climatology,1,relative_humidity_2m,7.599999999999994,57.75999999999991,-7.599999999999994
climatology,1,cloud_cover,10.966666666666669,120.26777777777782,10.966666666666669
climatology,1,wind_speed_100m,4.5600000000000005,20.793600000000005,4.5600000000000005
climatology,1,wind_speed_10m,1.2366666666666672,1.529344444444446,1.2366666666666672
climatology,1,surface_pressure,0.37000000000000455,0.13690000000000335,0.37000000000000455
climatology,1,precipitation,0.03333333333333333,0.0011111111111111111,-0.03333333333333333
climatology,6,shortwave_radiation,86.9666666666667,7563.201111111116,86.9666666666667
climatology,6,direct_normal_irradiance,207.80999999999995,43184.996099999975,207.80999999999995
climatology,6,diffuse_radiation,98.76666666666668,9754.854444444447,-98.76666666666668
climatology,6,temperature_2m,1.5700000000000038,2.464900000000012,1.5700000000000038
climatology,6,relative_humidity_2m,10.966666666666669,120.26777777777782,-10.966666666666669
climatology,6,cloud_cover,4.266666666666666,18.204444444444437,4.266666666666666
climatology,6,wind_speed_100m,3.683333333333332,13.566944444444433,3.683333333333332
climatology,6,wind_speed_10m,2.09,4.368099999999999,2.09
climatology,6,surface_pressure,0.0066666666665469165,4.4444444442847776e-05,-0.0066666666665469165
climatology,6,precipitation,0.020000000000000004,0.0004000000000000002,-0.020000000000000004
climatology,12,shortwave_radiation,36.133333333333326,1305.6177777777773,36.133333333333326
climatology,12,direct_normal_irradiance,16.746666666666613,280.4508444444426,16.746666666666613
climatology,12,diffuse_radiation,26.16666666666667,684.6944444444447,26.16666666666667
climatology,12,temperature_2m,1.7666666666666657,3.121111111111108,1.7666666666666657
climatology,12,relative_humidity_2m,19.066666666666663,363.53777777777765,-19.066666666666663
climatology,12,cloud_cover,14.5,210.25,-14.5
climatology,12,wind_speed_100m,6.826666666666667,46.60337777777779,6.826666666666667
climatology,12,wind_speed_10m,4.216666666666668,17.780277777777787,4.216666666666668
climatology,12,surface_pressure,0.19333333333327118,0.037377777777753744,0.19333333333327118
climatology,12,precipitation,0.28666666666666674,0.08217777777777782,-0.28666666666666674
climatology,24,temperature_2m,0.2900000000000009,0.08410000000000054,-0.2900000000000009
climatology,24,relative_humidity_2m,6.233333333333334,38.854444444444454,-6.233333333333334
climatology,24,cloud_cover,4.63333333333334,21.46777777777784,4.63333333333334
climatology,24,wind_speed_100m,5.25,27.5625,5.25
climatology,24,wind_speed_10m,2.8833333333333333,8.313611111111111,2.8833333333333333
climatology,24,surface_pressure,0.2666666666667652,0.07111111111116367,-0.2666666666667652
climatology,24,precipitation,0.02333333333333333,0.0005444444444444443,-0.02333333333333333
climatology,48,temperature_2m,0.7900000000000009,0.6241000000000014,-0.7900000000000009
climatology,48,relative_humidity_2m,3.2333333333333343,10.45444444444445,-3.2333333333333343
climatology,48,cloud_cover,23.63333333333334,558.5344444444447,23.63333333333334
climatology,48,wind_speed_100m,4.85,23.522499999999997,4.85
climatology,48,wind_speed_10m,2.983333333333334,8.90027777777778,2.983333333333334
climatology,48,surface_pressure,1.0666666666668334,1.1377777777781335,-1.0666666666668334
climatology,48,precipitation,0.02333333333333333,0.0005444444444444443,-0.02333333333333333
climatology,72,temperature_2m,0.10999999999999943,0.012099999999999875,0.10999999999999943
climatology,72,relative_humidity_2m,4.233333333333334,17.92111111111112,-4.233333333333334
climatology,72,cloud_cover,19.63333333333334,385.46777777777805,19.63333333333334
climatology,72,wind_speed_100m,1.8499999999999996,3.4224999999999985,1.8499999999999996
climatology,72,wind_speed_10m,0.4833333333333334,0.23361111111111116,0.4833333333333334
climatology,72,surface_pressure,0.6666666666667425,0.4444444444445455,-0.6666666666667425
climatology,72,precipitation,0.02333333333333333,0.0005444444444444443,-0.02333333333333333
mos,1,temperature_2m,0.31273503642639255,0.09780320300861708,0.31273503642639255
mos,1,relative_humidity_2m,6.947656894592441,48.269936324977884,-6.947656894592441
mos,1,cloud_cover,13.0,169.0,-13.0
mos,1,wind_speed_100m,8.291213604414015,68.74422303402004,8.291213604414015
mos,1,wind_speed_10m,2.513907994835769,6.319733406499196,2.513907994835769
mos,1,surface_pressure,0.05065462707796087,0.0025658912444072863,0.05065462707796087
mos,1,precipitation,0.0,0.0,0.0
mos,6,shortwave_radiation,42.26951706592001,1786.7120729861033,-42.26951706592001
mos,6,direct_normal_irradiance,146.4482505352462,21447.090084834235,146.4482505352462
mos,6,diffuse_radiation,99.97757135548773,9995.51477414164,-99.97757135548773
mos,6,temperature_2m,0.8175358029697612,0.6683647891374123,0.8175358029697612
mos,6,relative_humidity_2m,5.255851906728388,27.623979265460434,-5.255851906728388
mos,6,cloud_cover,3.0,9.0,3.0
mos,6,wind_speed_100m,8.461512713701357,71.5971974041297,8.461512713701357
mos,6,wind_speed_10m,5.118534861211899,26.19939912544151,5.118534861211899
mos,6,surface_pressure,0.17266892241991627,0.029814556769655064,0.17266892241991627
mos,6,precipitation,0.30000000000000004,0.09000000000000002,-0.30000000000000004
mos,12,shortwave_radiation,13.73315127032049,188.5994438135053,13.73315127032049
mos,12,direct_normal_irradiance,165.14837290307665,27273.985072533662,165.14837290307665
mos,12,diffuse_radiation,33.67579546933163,1134.0592004922569,33.67579546933163
mos,12,temperature_2m,1.5436537062726465,2.382866764889278,1.5436537062726465
mos,12,relative_humidity_2m,5.037704044962609,25.378462044632638,-5.037704044962609
mos,12,cloud_cover,28.0,784.0,-28.0
mos,12,wind_speed_100m,10.762707389293196,115.83587034754636,10.762707389293196
mos,12,wind_speed_10m,6.987804001462781,48.82940476285925,6.987804001462781
mos,12,surface_pressure,0.638385164790634,0.40753561862476495,0.638385164790634
mos,12,precipitation,0.0,0.0,0.0
mos,24,temperature_2m,0.15322426743056639,0.023477676129633727,-0.15322426743056639
mos,24,relative_humidity_2m,6.834305722993136,46.707734715336734,-6.834305722993136
mos,24,cloud_cover,6.0,36.0,-6.0
mos,24,wind_speed_100m,9.178175355618551,84.23890285848371,9.178175355618551
mos,24,wind_speed_10m,4.232566765410239,17.91462142365529,4.232566765410239
mos,24,surface_pressure,0.3518523267728142,0.12380005985544322,-0.3518523267728142
mos,24,precipitation,0.0,0.0,0.0
mos,48,temperature_2m,0.4866692318363093,0.23684694121614336,-0.4866692318363093
mos,48,relative_humidity_2m,4.267626907050072,18.212639417777766,-4.267626907050072
mos,48,cloud_cover,0.0,0.0,0.0
mos,48,wind_speed_100m,8.832890404850053,78.01995290409214,8.832890404850053
mos,48,wind_speed_10m,4.326701930101297,18.72034959194229,4.326701930101297
mos,48,surface_pressure,0.03895875434636764,0.0015177845402206196,-0.03895875434636764
mos,48,precipitation,0.0,0.0,0.0
mos,72,temperature_2m,0.10801718242583469,0.01166771169921605,0.10801718242583469
mos,72,relative_humidity_2m,5.431307611657758,29.499102372451496,-5.431307611657758
mos,72,cloud_cover,3.0,9.0,3.0
mos,72,wind_speed_100m,5.880420406737818,34.57934415997856,5.880420406737818
mos,72,wind_speed_10m,1.8474840172927012,3.413197194151978,1.8474840172927012
mos,72,surface_pressure,0.28291030654156657,0.08003824154744317,0.28291030654156657
mos,72,precipitation,0.0,0.0,0.0
patchtst,1,temperature_2m,0.10108577891959136,0.010218334699780502,-0.10108577891959136
patchtst,1,relative_humidity_2m,0.6395487643412849,0.4090226219704644,0.6395487643412849
patchtst,1,cloud_cover,0.626268146316761,0.39221179109103194,-0.626268146316761
patchtst,1,wind_speed_100m,3.879242736392812,15.048524207856392,3.879242736392812
patchtst,1,wind_speed_10m,1.248561525578448,1.5589058831547813,1.248561525578448
patchtst,1,surface_pressure,0.3072516522897786,0.094403577834799,-0.3072516522897786
patchtst,1,precipitation,0.024398342570665588,0.0005952791201955527,-0.024398342570665588
patchtst,6,shortwave_radiation,176.81874772032188,31264.869545382833,176.81874772032188
patchtst,6,direct_normal_irradiance,166.6285245627471,27765.06519795801,166.6285245627471
patchtst,6,diffuse_radiation,55.39181626690245,3068.2533093462794,-55.39181626690245
patchtst,6,temperature_2m,0.8150028886679799,0.6642297085371516,0.8150028886679799
patchtst,6,relative_humidity_2m,3.5016784104183216,12.261751689989783,-3.5016784104183216
patchtst,6,cloud_cover,7.050129672320082,49.70432839652807,-7.050129672320082
patchtst,6,wind_speed_100m,2.6658246513245523,7.106621071609671,2.6658246513245523
patchtst,6,wind_speed_10m,1.9617231790246663,3.848357831122643,1.9617231790246663
patchtst,6,surface_pressure,0.7646292984131833,0.5846579639918369,-0.7646292984131833
patchtst,6,precipitation,0.05985091906870019,0.0035821325133681,0.05985091906870019
patchtst,12,shortwave_radiation,80.79189461517055,6527.3302355088235,80.79189461517055
patchtst,12,direct_normal_irradiance,79.11534685254344,6259.238107598255,79.11534685254344
patchtst,12,diffuse_radiation,48.58286381965047,2360.2946569187025,48.58286381965047
patchtst,12,temperature_2m,0.986973401440256,0.9741164951505488,0.986973401440256
patchtst,12,relative_humidity_2m,12.060626207251069,145.4587045110313,-12.060626207251069
patchtst,12,cloud_cover,22.347988722908326,499.43259995923773,-22.347988722908326
patchtst,12,wind_speed_100m,5.669200824051195,32.13983798342275,5.669200824051195
