baseline,horizon_h,variable,mae,se,err
persistence,1,temperature_2m,0.40000000000000036,0.16000000000000028,-0.40000000000000036
persistence,1,relative_humidity_2m,8.0,64.0,-8.0
persistence,1,cloud_cover,9.0,81.0,-9.0
persistence,1,wind_speed_100m,2.0,4.0,2.0
persistence,1,wind_speed_10m,0.09999999999999998,0.009999999999999995,0.09999999999999998
persistence,1,surface_pressure,0.6000000000000227,0.3600000000000273,-0.6000000000000227
persistence,1,precipitation,2.2,4.840000000000001,-2.2
persistence,6,temperature_2m,0.29999999999999893,0.08999999999999936,-0.29999999999999893
persistence,6,relative_humidity_2m,1.0,1.0,1.0
persistence,6,cloud_cover,5.0,25.0,-5.0
persistence,6,wind_speed_100m,4.8,23.04,4.8
persistence,6,wind_speed_10m,1.8000000000000003,3.240000000000001,1.8000000000000003
persistence,6,surface_pressure,0.7999999999999545,0.6399999999999273,0.7999999999999545
persistence,6,precipitation,1.2,1.44,-1.2
persistence,12,shortwave_radiation,236.0,55696.0,236.0
persistence,12,direct_normal_irradiance,371.90000000000003,138309.61000000002,371.90000000000003
persistence,12,diffuse_radiation,79.0,6241.0,-79.0
persistence,12,temperature_2m,1.8999999999999986,3.6099999999999945,1.8999999999999986
persistence,12,relative_humidity_2m,4.0,16.0,-4.0
persistence,12,cloud_cover,38.0,1444.0,-38.0
persistence,12,wind_speed_100m,1.3000000000000007,1.690000000000002,-1.3000000000000007
persistence,12,wind_speed_10m,0.6000000000000005,0.36000000000000065,-0.6000000000000005
persistence,12,surface_pressure,1.0,1.0,1.0
persistence,12,precipitation,0.10000000000000003,0.010000000000000007,-0.10000000000000003
persistence,24,temperature_2m,0.40000000000000036,0.16000000000000028,0.40000000000000036
persistence,24,relative_humidity_2m,5.0,25.0,5.0
persistence,24,cloud_cover,5.0,25.0,5.0
persistence,24,wind_speed_100m,1.6,2.5600000000000005,1.6
persistence,24,wind_speed_10m,1.6,2.5600000000000005,1.6
persistence,24,surface_pressure,0.10000000000002274,0.010000000000004547,-0.10000000000002274
persistence,24,precipitation,0.0,0.0,0.0
persistence,48,temperature_2m,0.6999999999999993,0.489999999999999,0.6999999999999993
persistence,48,relative_humidity_2m,5.0,25.0,5.0
persistence,48,cloud_cover,5.0,25.0,5.0
persistence,48,wind_speed_100m,0.6000000000000001,0.3600000000000001,0.6000000000000001
persistence,48,wind_speed_10m,2.9,8.41,2.9
persistence,48,surface_pressure,1.0,1.0,1.0
persistence,48,precipitation,0.1,0.010000000000000002,0.1
persistence,72,temperature_2m,1.200000000000001,1.4400000000000026,-1.200000000000001
persistence,72,relative_humidity_2m,1.0,1.0,1.0
persistence,72,cloud_cover,5.0,25.0,5.0
persistence,72,wind_speed_100m,1.3000000000000003,1.6900000000000006,-1.3000000000000003
persistence,72,wind_speed_10m,1.0,1.0,1.0
persistence,72,surface_pressure,0.1999999999999318,0.03999999999997272,0.1999999999999318
persistence,72,precipitation,0.0,0.0,0.0
climatology,1,temperature_2m,0.21000000000000085,0.04410000000000036,-0.21000000000000085
climatology,1,relative_humidity_2m,0.63333333333334,0.4011111111111195,-0.63333333333334
climatology,1,cloud_cover,1.5999999999999943,2.559999999999982,1.5999999999999943
climatology,1,wind_speed_100m,0.04666666666666641,0.002177777777777754,-0.04666666666666641
climatology,1,wind_speed_10m,0.7299999999999999,0.5328999999999998,-0.7299999999999999
climatology,1,surface_pressure,0.3266666666667106,0.10671111111113983,0.3266666666667106
climatology,1,precipitation,0.4366666666666667,0.1906777777777778,-0.4366666666666667
climatology,6,temperature_2m,0.3499999999999961,0.12249999999999726,0.3499999999999961
climatology,6,relative_humidity_2m,7.766666666666666,60.321111111111094,7.766666666666666
climatology,6,cloud_cover,10.400000000000006,108.16000000000012,10.400000000000006
climatology,6,wind_speed_100m,4.01,16.080099999999998,4.01
climatology,6,wind_speed_10m,1.4300000000000002,2.0449000000000006,1.4300000000000002
climatology,6,surface_pressure,1.113333333333344,1.2395111111111348,1.113333333333344
climatology,6,precipitation,0.2733333333333333,0.0747111111111111,-0.2733333333333333
climatology,12,shortwave_radiation,163.39999999999998,26699.559999999994,163.39999999999998
climatology,12,direct_normal_irradiance,279.3633333333333,78043.87201111109,279.3633333333333
climatology,12,diffuse_radiation,63.633333333333326,4049.20111111111,-63.633333333333326
climatology,12,temperature_2m,0.38333333333333286,0.14694444444444407,0.38333333333333286
climatology,12,relative_humidity_2m,3.066666666666663,9.40444444444442,-3.066666666666663
climatology,12,cloud_cover,39.599999999999994,1568.1599999999996,-39.599999999999994
climatology,12,wind_speed_100m,1.333333333333334,1.7777777777777795,1.333333333333334
climatology,12,wind_speed_10m,1.3599999999999994,1.8495999999999984,1.3599999999999994
climatology,12,surface_pressure,0.2233333333333576,0.04987777777778861,0.2233333333333576
climatology,12,precipitation,1.9866666666666666,3.946844444444444,-1.9866666666666666
climatology,24,temperature_2m,0.026666666666667282,0.000711111111111144,0.026666666666667282
climatology,24,relative_humidity_2m,5.099999999999994,26.00999999999994,5.099999999999994
climatology,24,cloud_cover,7.333333333333329,53.77777777777771,7.333333333333329
climatology,24,wind_speed_100m,2.67,7.1289,2.67
climatology,24,wind_speed_10m,0.926666666666667,0.8587111111111116,0.926666666666667
climatology,24,surface_pressure,0.25,0.0625,-0.25
climatology,24,precipitation,0.24333333333333332,0.0592111111111111,-0.24333333333333332
climatology,48,temperature_2m,0.3266666666666662,0.10671111111111081,0.3266666666666662
climatology,48,relative_humidity_2m,5.099999999999994,26.00999999999994,5.099999999999994
climatology,48,cloud_cover,7.333333333333329,53.77777777777771,7.333333333333329
climatology,48,wind_speed_100m,1.67,2.7889,1.67
climatology,48,wind_speed_10m,2.2266666666666666,4.958044444444444,2.2266666666666666
climatology,48,surface_pressure,0.8500000000000227,0.7225000000000387,0.8500000000000227
climatology,48,precipitation,0.1433333333333333,0.020544444444444438,-0.1433333333333333
climatology,72,temperature_2m,1.5733333333333341,2.4753777777777803,-1.5733333333333341
climatology,72,relative_humidity_2m,1.0999999999999943,1.2099999999999875,1.0999999999999943
climatology,72,cloud_cover,7.333333333333329,53.77777777777771,7.333333333333329
climatology,72,wind_speed_100m,0.23000000000000043,0.0529000000000002,-0.23000000000000043
climatology,72,wind_speed_10m,0.3266666666666669,0.10671111111111126,0.3266666666666669
climatology,72,surface_pressure,0.049999999999954525,0.0024999999999954525,0.049999999999954525
climatology,72,precipitation,0.24333333333333332,0.0592111111111111,-0.24333333333333332
mos,1,temperature_2m,0.10344849699468028,0.010701591530458375,0.10344849699468028
mos,1,relative_humidity_2m,2.937925723992393,8.631407559696227,2.937925723992393
mos,1,cloud_cover,0.0,0.0,0.0
mos,1,wind_speed_100m,1.5513903693186266,2.4068120780145845,1.5513903693186266
mos,1,wind_speed_10m,0.20527820442992262,0.0421391412139731,0.20527820442992262
mos,1,surface_pressure,1.037538981433272,1.0764871379935916,1.037538981433272
mos,1,precipitation,0.0,0.0,0.0
mos,6,temperature_2m,0.2153935101791049,0.04639436422727617,0.2153935101791049
mos,6,relative_humidity_2m,7.860408415967342,61.78602046581022,7.860408415967342
mos,6,cloud_cover,0.0,0.0,0.0
mos,6,wind_speed_100m,5.809599183556016,33.75144267357473,5.809599183556016
mos,6,wind_speed_10m,2.2906996998262272,5.247305114783967,2.2906996998262272
mos,6,surface_pressure,1.2349127869860013,1.525009591461533,1.2349127869860013
mos,6,precipitation,0.0,0.0,0.0
mos,12,shortwave_radiation,29.780626797015884,886.8857324231406,29.780626797015884
mos,12,direct_normal_irradiance,18.130650183081798,328.72047606128405,18.130650183081798
mos,12,diffuse_radiation,43.55776146192974,1897.2785835743719,-43.55776146192974
mos,12,temperature_2m,1.4498613665097153,2.102097982097419,1.4498613665097153
mos,12,relative_humidity_2m,7.2936649532324935,53.19754845001195,-7.2936649532324935
mos,12,cloud_cover,0.0,0.0,0.0
mos,12,wind_speed_100m,5.916091314010387,35.00013643570915,5.916091314010387
mos,12,wind_speed_10m,5.168459139012981,26.712969871646806,5.168459139012981
mos,12,surface_pressure,1.7549311790423872,3.079783443175103,1.7549311790423872
mos,12,precipitation,0.0,0.0,0.0
mos,24,temperature_2m,0.5553890380587827,0.30845698359586,0.5553890380587827
mos,24,relative_humidity_2m,4.263878027635386,18.180655834551825,4.263878027635386
mos,24,cloud_cover,0.0,0.0,0.0
mos,24,wind_speed_100m,4.012543650614977,16.100506548090568,4.012543650614977
mos,24,wind_speed_10m,1.5610736485217542,2.4369509361090214,1.5610736485217542
mos,24,surface_pressure,0.8318143314983217,0.6919150820859998,0.8318143314983217
mos,24,precipitation,0.0,0.0,0.0
