baseline,horizon_h,variable,mae,se,err
mos,1,wind_speed_10m,1.1746349197738792,1.3797671947521877,1.1746349197738792
mos,1,surface_pressure,1.0844195059862614,1.175965664963487,1.0844195059862614
mos,1,precipitation,0.0,0.0,0.0
mos,6,shortwave_radiation,52.10903259747744,2715.351278244966,52.10903259747744
mos,6,direct_normal_irradiance,2.2081432316578287,4.875896531516279,2.2081432316578287
mos,6,diffuse_radiation,5.818391608233526,33.853680906762314,5.818391608233526
mos,6,temperature_2m,0.7220297922293781,0.5213270208667989,0.7220297922293781
mos,6,relative_humidity_2m,3.781058678589119,14.296404730934094,-3.781058678589119
mos,6,cloud_cover,0.0,0.0,0.0
mos,6,wind_speed_100m,3.840214670726509,14.74724871726311,3.840214670726509
mos,6,wind_speed_10m,3.1887856142883475,10.168353693892314,3.1887856142883475
mos,6,surface_pressure,0.842133097149599,0.709188153314776,0.842133097149599
mos,6,precipitation,0.0,0.0,0.0
mos,12,shortwave_radiation,23.242580914642446,540.2175675737012,23.242580914642446
mos,12,direct_normal_irradiance,87.25500556851773,7613.43599676206,-87.25500556851773
mos,12,diffuse_radiation,53.93126761209329,2908.581626247223,53.93126761209329
mos,12,temperature_2m,0.2725089648121273,0.07426113590297723,0.2725089648121273
mos,12,relative_humidity_2m,2.375002986729399,5.640639186973566,-2.375002986729399
mos,12,cloud_cover,0.0,0.0,0.0
mos,12,wind_speed_100m,1.5485663984083207,2.398057890279318,1.5485663984083207
mos,12,wind_speed_10m,1.501422627317025,2.2542699058195583,1.501422627317025
mos,12,surface_pressure,0.707279260169912,0.5002439518664982,0.707279260169912
mos,12,precipitation,0.0,0.0,0.0
mos,24,temperature_2m,0.08905118479643193,0.007930113513648269,0.08905118479643193
mos,24,relative_humidity_2m,5.919737670834579,35.043294091498,5.919737670834579
mos,24,cloud_cover,0.0,0.0,0.0
mos,24,wind_speed_100m,0.13004199925087412,0.016910921569164346,-0.13004199925087412
mos,24,wind_speed_10m,0.017118279625809807,0.0002930354973474151,0.017118279625809807
mos,24,surface_pressure,0.041418417288468845,0.0017154852906817349,-0.041418417288468845
mos,24,precipitation,0.0,0.0,0.0
mos,48,temperature_2m,0.21081202291219725,0.04444170900433278,0.21081202291219725
mos,48,relative_humidity_2m,3.485486137737368,12.148613616359356,3.485486137737368
mos,48,cloud_cover,0.0,0.0,0.0
mos,48,wind_speed_100m,0.48512030307582377,0.2353417084563791,-0.48512030307582377
mos,48,wind_speed_10m,0.7222200575407158,0.5216018115141149,-0.7222200575407158
mos,48,surface_pressure,0.07492544071226348,0.00561382166592691,0.07492544071226348
mos,48,precipitation,0.0,0.0,0.0
mos,72,temperature_2m,0.22459071924064666,0.050440991169030974,0.22459071924064666
mos,72,relative_humidity_2m,2.0188110375931956,4.075598005508115,2.0188110375931956
mos,72,cloud_cover,0.0,0.0,0.0
mos,72,wind_speed_100m,0.08726923758853311,0.00761591982928384,-0.08726923758853311
mos,72,wind_speed_10m,0.5825599295470422,0.33937607151385474,-0.5825599295470422
mos,72,surface_pressure,0.34270083862293177,0.11744386479286072,0.34270083862293177
mos,72,precipitation,0.0,0.0,0.0
patchtst,1,temperature_2m,0.47645186082149316,0.2270063756802635,0.47645186082149316
patchtst,1,relative_humidity_2m,2.409580467551919,5.806078029607725,2.409580467551919
patchtst,1,cloud_cover,4.284210952078084,18.3544634819058,4.284210952078084
patchtst,1,wind_speed_100m,2.2851588332671855,5.221950893259044,2.2851588332671855
patchtst,1,wind_speed_10m,0.4186472255315916,0.17526549944529934,0.4186472255315916
patchtst,1,surface_pressure,0.33003026728658824,0.10891997732525688,-0.33003026728658824
patchtst,1,precipitation,0.19980521830659953,0.039922125262547896,0.19980521830659953
patchtst,6,shortwave_radiation,196.6053480682674,38653.66288904458,-196.6053480682674
patchtst,6,direct_normal_irradiance,407.58467513711014,166125.2674066236,-407.58467513711014
patchtst,6,diffuse_radiation,132.11866794006139,17455.342418256205,132.11866794006139
patchtst,6,temperature_2m,2.3665178407195633,5.600406690443984,-2.3665178407195633
patchtst,6,relative_humidity_2m,21.572830907165738,465.38703334916534,21.572830907165738
patchtst,6,cloud_cover,13.599101494244039,184.93556145075044,13.599101494244039
patchtst,6,wind_speed_100m,0.20606975440591668,0.04246474368091482,-0.20606975440591668
patchtst,6,wind_speed_10m,0.14455051623257287,0.02089485174310331,-0.14455051623257287
patchtst,6,surface_pressure,1.7242256595925483,2.972954125197358,-1.7242256595925483
patchtst,6,precipitation,4.815195939116474,23.18611193208378,4.815195939116474
patchtst,12,shortwave_radiation,31.239826527017442,975.9267614381426,-31.239826527017442
patchtst,12,direct_normal_irradiance,141.5381611569428,20033.051063688712,-141.5381611569428
patchtst,12,diffuse_radiation,41.51355766037746,1723.375469621484,41.51355766037746
patchtst,12,temperature_2m,0.8898096469972216,0.7917612078893203,-0.8898096469972216
patchtst,12,relative_humidity_2m,0.15659836456163134,0.024523047783377595,-0.15659836456163134
patchtst,12,cloud_cover,3.1234734078517477,9.75608612955701,-3.1234734078517477
