baseline,horizon_h,variable,mae
climatology,12,temperature_2m,2.264285714285716
climatology,12,relative_humidity_2m,6.071428571428569
climatology,12,cloud_cover,52.35714285714286
climatology,12,wind_speed_100m,1.2642857142857142
climatology,12,wind_speed_10m,1.778571428571429
climatology,12,surface_pressure,0.1357142857142435
climatology,12,precipitation,0.5714285714285715
climatology,24,temperature_2m,0.7500000000000018
climatology,24,relative_humidity_2m,4.071428571428569
climatology,24,cloud_cover,52.35714285714286
climatology,24,wind_speed_100m,2.035714285714286
climatology,24,wind_speed_10m,0.7357142857142858
climatology,24,surface_pressure,1.835714285714289
climatology,24,precipitation,0.09285714285714287
persistence,1,temperature_2m,2.5999999999999996
persistence,1,relative_humidity_2m,17.0
persistence,1,cloud_cover,3.0
persistence,1,wind_speed_100m,0.7999999999999998
persistence,1,wind_speed_10m,3.3
persistence,1,surface_pressure,2.2000000000000455
persistence,1,precipitation,0.0
persistence,6,shortwave_radiation,52.0
persistence,6,direct_normal_irradiance,107.5
persistence,6,diffuse_radiation,39.0
persistence,6,temperature_2m,0.8999999999999986
persistence,6,relative_humidity_2m,30.0
persistence,6,cloud_cover,19.0
persistence,6,wind_speed_100m,1.5
persistence,6,wind_speed_10m,2.3000000000000003
persistence,6,surface_pressure,0.2999999999999545
persistence,6,precipitation,0.1
persistence,12,shortwave_radiation,66.0
persistence,12,direct_normal_irradiance,144.5
persistence,12,diffuse_radiation,9.0
persistence,12,temperature_2m,1.6999999999999993
persistence,12,relative_humidity_2m,15.0
persistence,12,cloud_cover,15.0
persistence,12,wind_speed_100m,1.1999999999999997
persistence,12,wind_speed_10m,0.9000000000000004
persistence,12,surface_pressure,0.5
persistence,12,precipitation,0.4
persistence,24,temperature_2m,2.0
persistence,24,relative_humidity_2m,5.0
persistence,24,cloud_cover,36.0
persistence,24,wind_speed_100m,14.2
persistence,24,wind_speed_10m,3.9000000000000004
persistence,24,surface_pressure,1.8999999999999773
persistence,24,precipitation,0.5
climatology,1,temperature_2m,2.3000000000000025
climatology,1,relative_humidity_2m,1.8571428571428612
climatology,1,cloud_cover,60.0
climatology,1,wind_speed_100m,0.7928571428571427
climatology,1,wind_speed_10m,3.0428571428571427
climatology,1,surface_pressure,3.814285714285802
climatology,1,precipitation,0.05714285714285715
climatology,6,shortwave_radiation,134.92857142857144
climatology,6,direct_normal_irradiance,257.9785714285715
climatology,6,diffuse_radiation,78.57142857142858
climatology,6,temperature_2m,3.107142857142854
climatology,6,relative_humidity_2m,25.42857142857143
climatology,6,cloud_cover,29.42857142857143
climatology,6,wind_speed_100m,0.6357142857142861
climatology,6,wind_speed_10m,0.8357142857142854
climatology,6,surface_pressure,0.1285714285712629
climatology,6,precipitation,0.6785714285714286
climatology,12,shortwave_radiation,50.428571428571416
climatology,12,direct_normal_irradiance,148.69285714285715
climatology,12,diffuse_radiation,8.642857142857139
climatology,12,temperature_2m,2.0214285714285705
climatology,12,relative_humidity_2m,12.357142857142861
climatology,12,cloud_cover,26.785714285714292
climatology,12,wind_speed_100m,1.057142857142857
climatology,12,wind_speed_10m,0.9857142857142862
climatology,12,surface_pressure,0.16428571428571104
climatology,12,precipitation,0.65
climatology,24,temperature_2m,0.02857142857142847
climatology,24,relative_humidity_2m,2.0
climatology,24,cloud_cover,17.0
climatology,24,wind_speed_100m,13.899999999999999
climatology,24,wind_speed_10m,6.2285714285714295
climatology,24,surface_pressure,1.7071428571429124
climatology,24,precipitation,0.39285714285714285
persistence,1,shortwave_radiation,74.0
persistence,1,direct_normal_irradiance,115.89999999999998
persistence,1,diffuse_radiation,32.0
persistence,1,temperature_2m,1.3000000000000007
persistence,1,relative_humidity_2m,4.0
persistence,1,cloud_cover,13.0
persistence,1,wind_speed_100m,2.0
persistence,1,wind_speed_10m,1.0999999999999996
persistence,1,surface_pressure,0.5
persistence,1,precipitation,0.19999999999999998
persistence,6,shortwave_radiation,39.0
persistence,6,direct_normal_irradiance,139.9
persistence,6,diffuse_radiation,16.0
persistence,6,temperature_2m,0.8999999999999986
persistence,6,relative_humidity_2m,6.0
persistence,6,cloud_cover,37.0
persistence,6,wind_speed_100m,0.39999999999999947
persistence,6,wind_speed_10m,1.0
persistence,6,surface_pressure,0.09999999999990905
persistence,6,precipitation,0.1
persistence,12,temperature_2m,0.5
persistence,12,relative_humidity_2m,2.0
persistence,12,cloud_cover,0.0
persistence,12,wind_speed_100m,9.200000000000001
persistence,12,wind_speed_10m,5.0
persistence,12,surface_pressure,0.2999999999999545
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,25.0
persistence,24,direct_normal_irradiance,106.60000000000002
persistence,24,diffuse_radiation,65.0
persistence,24,temperature_2m,2.1999999999999993
persistence,24,relative_humidity_2m,17.0
persistence,24,cloud_cover,36.0
persistence,24,wind_speed_100m,4.300000000000001
persistence,24,wind_speed_10m,2.5
persistence,24,surface_pressure,0.6999999999999318
persistence,24,precipitation,0.1
climatology,1,shortwave_radiation,97.64285714285711
climatology,1,direct_normal_irradiance,170.9357142857143
climatology,1,diffuse_radiation,55.78571428571428
climatology,1,temperature_2m,2.0214285714285722
climatology,1,relative_humidity_2m,23.214285714285708
climatology,1,cloud_cover,38.71428571428571
climatology,1,wind_speed_100m,3.45
climatology,1,wind_speed_10m,1.6071428571428568
climatology,1,surface_pressure,0.39999999999997726
climatology,1,precipitation,0.3285714285714287
climatology,6,shortwave_radiation,6.0
climatology,6,direct_normal_irradiance,5.05714285714285
climatology,6,diffuse_radiation,7.428571428571431
climatology,6,temperature_2m,0.9357142857142868
climatology,6,relative_humidity_2m,17.214285714285708
climatology,6,cloud_cover,12.642857142857139
climatology,6,wind_speed_100m,0.5500000000000003
climatology,6,wind_speed_10m,0.07857142857142829
climatology,6,surface_pressure,0.11428571428575651
climatology,6,precipitation,0.3500000000000001
climatology,12,temperature_2m,0.12142857142857189
climatology,12,relative_humidity_2m,10.642857142857139
climatology,12,cloud_cover,10.57142857142857
climatology,12,wind_speed_100m,0.842857142857143
climatology,12,wind_speed_10m,1.0928571428571425
climatology,12,surface_pressure,0.09285714285715585
climatology,12,precipitation,0.09285714285714287
climatology,24,shortwave_radiation,62.428571428571445
climatology,24,direct_normal_irradiance,101.47142857142865
climatology,24,diffuse_radiation,19.571428571428584
climatology,24,temperature_2m,0.05000000000000071
climatology,24,relative_humidity_2m,4.285714285714292
climatology,24,cloud_cover,0.0714285714285694
climatology,24,wind_speed_100m,1.0499999999999998
climatology,24,wind_speed_10m,0.5142857142857138
climatology,24,surface_pressure,0.7071428571427987
climatology,24,precipitation,0.45714285714285724
arima,1,shortwave_radiation,46.52957070055288
arima,1,direct_normal_irradiance,139.77657973405928
arima,1,diffuse_radiation,97.06301588897927
arima,1,temperature_2m,0.6181835743445063
arima,1,relative_humidity_2m,1.2866493855650916
arima,1,cloud_cover,1.021872196825818
arima,1,wind_speed_100m,0.9716336006707671
arima,1,wind_speed_10m,0.27932349232821796
arima,1,surface_pressure,0.48313008399225055
arima,1,precipitation,0.07997115550252376
arima,6,shortwave_radiation,354.0469348110661
arima,6,direct_normal_irradiance,636.0079457005271
arima,6,diffuse_radiation,49.55846343678989
arima,6,temperature_2m,5.145264381997105
arima,6,relative_humidity_2m,3.6666098210304625
arima,6,cloud_cover,57.44135354486655
arima,6,wind_speed_100m,5.2863197694026915
arima,6,wind_speed_10m,0.9532151070758403
arima,6,surface_pressure,0.22183836855197114
arima,6,precipitation,0.17213108937660757
arima,12,temperature_2m,7.64577787524378
arima,12,relative_humidity_2m,1.5307132788696265
arima,12,cloud_cover,59.49135378942332
arima,12,wind_speed_100m,6.029587571882937
arima,12,wind_speed_10m,2.421943146646707
arima,12,surface_pressure,2.7972756921311657
arima,12,precipitation,0.2916743378456905
arima,24,shortwave_radiation,15.696872855494576
arima,24,direct_normal_irradiance,137.9209208681874
arima,24,diffuse_radiation,114.54532449637793
arima,24,temperature_2m,2.8456962313448884
arima,24,relative_humidity_2m,9.612021750977291
arima,24,cloud_cover,34.489807502104846
arima,24,wind_speed_100m,3.1156104765510104
arima,24,wind_speed_10m,1.2148717727092992
arima,24,surface_pressure,0.7054489291626851
arima,24,precipitation,0.10045871611529705
persistence,1,shortwave_radiation,0.0
persistence,1,direct_normal_irradiance,101.69999999999999
persistence,1,diffuse_radiation,17.0
persistence,1,temperature_2m,0.40000000000000036
persistence,1,relative_humidity_2m,5.0
persistence,1,cloud_cover,19.0
persistence,1,wind_speed_100m,0.9000000000000004
persistence,1,wind_speed_10m,0.2999999999999998
persistence,1,surface_pressure,1.400000000000091
persistence,1,precipitation,0.0
persistence,6,temperature_2m,0.29999999999999893
persistence,6,relative_humidity_2m,0.0
persistence,6,cloud_cover,0.0
persistence,6,wind_speed_100m,0.5
persistence,6,wind_speed_10m,0.20000000000000007
persistence,6,surface_pressure,1.2000000000000455
persistence,6,precipitation,0.0
persistence,12,temperature_2m,1.0
persistence,12,relative_humidity_2m,2.0
persistence,12,cloud_cover,10.0
persistence,12,wind_speed_100m,2.8
persistence,12,wind_speed_10m,1.6
persistence,12,surface_pressure,0.2999999999999545
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,26.0
persistence,24,direct_normal_irradiance,99.19999999999999
persistence,24,diffuse_radiation,13.0
persistence,24,temperature_2m,0.8000000000000007
persistence,24,relative_humidity_2m,9.0
persistence,24,cloud_cover,22.0
persistence,24,wind_speed_100m,1.6999999999999997
persistence,24,wind_speed_10m,3.1999999999999997
persistence,24,surface_pressure,0.5
persistence,24,precipitation,0.0
climatology,1,shortwave_radiation,5.357142857142861
climatology,1,direct_normal_irradiance,24.94285714285715
climatology,1,diffuse_radiation,9.785714285714285
climatology,1,temperature_2m,0.09285714285713986
climatology,1,relative_humidity_2m,4.5
climatology,1,cloud_cover,11.42857142857143
climatology,1,wind_speed_100m,1.6571428571428575
climatology,1,wind_speed_10m,0.4285714285714288
climatology,1,surface_pressure,0.9642857142858929
climatology,1,precipitation,0.007142857142857159
climatology,6,temperature_2m,0.485714285714284
climatology,6,relative_humidity_2m,9.92857142857143
climatology,6,cloud_cover,9.5
climatology,6,wind_speed_100m,0.971428571428572
climatology,6,wind_speed_10m,0.671428571428571
climatology,6,surface_pressure,1.1571428571429578
climatology,6,precipitation,0.014285714285714287
climatology,12,temperature_2m,0.814285714285715
climatology,12,relative_humidity_2m,5.0
climatology,12,cloud_cover,14.42857142857143
climatology,12,wind_speed_100m,2.249999999999999
climatology,12,wind_speed_10m,1.685714285714286
climatology,12,surface_pressure,0.41428571428571104
climatology,12,precipitation,0.14285714285714285
climatology,24,shortwave_radiation,23.714285714285722
climatology,24,direct_normal_irradiance,76.39285714285717
climatology,24,diffuse_radiation,7.142857142857139
climatology,24,temperature_2m,0.6214285714285719
climatology,24,relative_humidity_2m,1.7857142857142918
climatology,24,cloud_cover,15.642857142857139
climatology,24,wind_speed_100m,0.9714285714285711
climatology,24,wind_speed_10m,1.1642857142857137
climatology,24,surface_pressure,0.40000000000009095
climatology,24,precipitation,0.2857142857142857
persistence,1,temperature_2m,1.5
persistence,1,relative_humidity_2m,11.0
persistence,1,cloud_cover,14.0
persistence,1,wind_speed_100m,0.8000000000000007
persistence,1,wind_speed_10m,0.40000000000000036
persistence,1,surface_pressure,0.8999999999999773
persistence,1,precipitation,0.0
persistence,6,temperature_2m,0.20000000000000107
persistence,6,relative_humidity_2m,14.0
persistence,6,cloud_cover,4.0
persistence,6,wind_speed_100m,1.4999999999999998
persistence,6,wind_speed_10m,0.30000000000000004
persistence,6,surface_pressure,0.7000000000000455
persistence,6,precipitation,0.0
persistence,12,shortwave_radiation,18.0
persistence,12,direct_normal_irradiance,64.0
persistence,12,diffuse_radiation,72.0
persistence,12,temperature_2m,0.6000000000000014
persistence,12,relative_humidity_2m,2.0
persistence,12,cloud_cover,4.0
persistence,12,wind_speed_100m,1.0000000000000002
persistence,12,wind_speed_10m,0.30000000000000004
persistence,12,surface_pressure,0.10000000000002274
persistence,12,precipitation,0.0
persistence,24,temperature_2m,1.200000000000001
persistence,24,relative_humidity_2m,21.0
persistence,24,cloud_cover,2.0
persistence,24,wind_speed_100m,1.5999999999999996
persistence,24,wind_speed_10m,0.40000000000000013
persistence,24,surface_pressure,0.1999999999999318
persistence,24,precipitation,0.0
climatology,1,temperature_2m,0.9571428571428573
climatology,1,relative_humidity_2m,2.214285714285708
climatology,1,cloud_cover,12.357142857142861
climatology,1,wind_speed_100m,2.2500000000000004
climatology,1,wind_speed_10m,0.7142857142857144
climatology,1,surface_pressure,0.17142857142857792
climatology,1,precipitation,0.09999999999999999
climatology,6,temperature_2m,0.5571428571428569
climatology,6,relative_humidity_2m,8.785714285714292
climatology,6,cloud_cover,13.714285714285708
climatology,6,wind_speed_100m,3.128571428571428
climatology,6,wind_speed_10m,1.6500000000000006
climatology,6,surface_pressure,1.050000000000182
climatology,6,precipitation,0.14285714285714285
climatology,12,shortwave_radiation,15.85714285714289
climatology,12,direct_normal_irradiance,85.67142857142858
climatology,12,diffuse_radiation,58.71428571428572
climatology,12,temperature_2m,0.6000000000000014
climatology,12,relative_humidity_2m,17.07142857142857
climatology,12,cloud_cover,9.142857142857139
climatology,12,wind_speed_100m,3.5928571428571425
climatology,12,wind_speed_10m,2.2357142857142858
climatology,12,surface_pressure,0.6142857142856428
climatology,12,precipitation,0.39285714285714285
climatology,24,temperature_2m,0.3285714285714274
climatology,24,relative_humidity_2m,17.85714285714286
climatology,24,cloud_cover,2.9285714285714306
climatology,24,wind_speed_100m,0.2714285714285709
climatology,24,wind_speed_10m,0.32142857142857184
climatology,24,surface_pressure,0.3142857142856883
climatology,24,precipitation,0.014285714285714287
persistence,1,temperature_2m,0.7999999999999989
persistence,1,relative_humidity_2m,20.0
persistence,1,cloud_cover,33.0
persistence,1,wind_speed_100m,0.0
persistence,1,wind_speed_10m,0.10000000000000009
persistence,1,surface_pressure,0.6000000000000227
persistence,1,precipitation,0.0
persistence,6,shortwave_radiation,79.0
persistence,6,direct_normal_irradiance,63.0
persistence,6,diffuse_radiation,26.0
persistence,6,temperature_2m,0.8000000000000007
persistence,6,relative_humidity_2m,1.0
persistence,6,cloud_cover,2.0
persistence,6,wind_speed_100m,3.5
persistence,6,wind_speed_10m,1.8
persistence,6,surface_pressure,0.5
persistence,6,precipitation,0.3
persistence,12,shortwave_radiation,43.0
persistence,12,direct_normal_irradiance,142.89999999999998
persistence,12,diffuse_radiation,14.0
persistence,12,temperature_2m,0.0
persistence,12,relative_humidity_2m,10.0
persistence,12,cloud_cover,32.0
persistence,12,wind_speed_100m,1.5999999999999996
persistence,12,wind_speed_10m,1.2000000000000002
persistence,12,surface_pressure,0.5
persistence,12,precipitation,0.0
persistence,24,temperature_2m,0.5
persistence,24,relative_humidity_2m,2.0
persistence,24,cloud_cover,30.0
persistence,24,wind_speed_100m,3.0
persistence,24,wind_speed_10m,1.9
persistence,24,surface_pressure,0.39999999999997726
persistence,24,precipitation,0.0
climatology,1,temperature_2m,0.45714285714285374
climatology,1,relative_humidity_2m,12.857142857142861
climatology,1,cloud_cover,19.785714285714292
climatology,1,wind_speed_100m,0.23571428571428577
climatology,1,wind_speed_10m,0.7214285714285713
climatology,1,surface_pressure,1.2857142857142208
climatology,1,precipitation,0.05714285714285715
climatology,6,shortwave_radiation,80.21428571428567
climatology,6,direct_normal_irradiance,120.17142857142858
climatology,6,diffuse_radiation,22.785714285714278
climatology,6,temperature_2m,0.014285714285716011
climatology,6,relative_humidity_2m,16.57142857142857
climatology,6,cloud_cover,6.928571428571431
climatology,6,wind_speed_100m,0.11428571428571388
climatology,6,wind_speed_10m,0.4857142857142862
climatology,6,surface_pressure,1.0857142857144026
climatology,6,precipitation,0.7071428571428572
climatology,12,shortwave_radiation,115.14285714285714
climatology,12,direct_normal_irradiance,319.65
climatology,12,diffuse_radiation,12.42857142857143
climatology,12,temperature_2m,0.6571428571428584
climatology,12,relative_humidity_2m,13.07142857142857
climatology,12,cloud_cover,44.78571428571429
climatology,12,wind_speed_100m,0.4071428571428575
climatology,12,wind_speed_10m,0.8142857142857145
climatology,12,surface_pressure,0.7357142857144936
climatology,12,precipitation,0.37857142857142856
climatology,24,temperature_2m,0.1285714285714299
climatology,24,relative_humidity_2m,13.214285714285708
climatology,24,cloud_cover,31.785714285714292
climatology,24,wind_speed_100m,0.9071428571428575
climatology,24,wind_speed_10m,0.42142857142857126
climatology,24,surface_pressure,0.7571428571429806
climatology,24,precipitation,0.14285714285714285
arima,1,temperature_2m,0.1789273386914445
arima,1,relative_humidity_2m,1.7881444657234766
arima,1,cloud_cover,13.329997753124871
arima,1,wind_speed_100m,1.294877366664228
arima,1,wind_speed_10m,0.38958888048503315
arima,1,surface_pressure,0.06665303745262463
arima,1,precipitation,0.09225771645320165
arima,6,shortwave_radiation,411.1713074444372
arima,6,direct_normal_irradiance,412.1131106203892
arima,6,diffuse_radiation,47.897039127730096
arima,6,temperature_2m,4.576851591168124
arima,6,relative_humidity_2m,22.415577675354243
arima,6,cloud_cover,8.09385583991886
arima,6,wind_speed_100m,0.5110599241831535
arima,6,wind_speed_10m,0.5966689479038756
arima,6,surface_pressure,3.029415711883644
arima,6,precipitation,0.255209312264281
arima,12,shortwave_radiation,277.0591360897841
arima,12,direct_normal_irradiance,517.7589423276607
arima,12,diffuse_radiation,27.915144181393003
arima,12,temperature_2m,2.37871532220459
arima,12,relative_humidity_2m,1.1822042583512058
arima,12,cloud_cover,40.18514721380191
arima,12,wind_speed_100m,0.6092107320865141
arima,12,wind_speed_10m,0.41320700424435763
arima,12,surface_pressure,0.1721771408567747
arima,12,precipitation,0.281407144001396
arima,24,temperature_2m,0.9212861265944099
arima,24,relative_humidity_2m,1.31826374724902
arima,24,cloud_cover,29.181360269224385
arima,24,wind_speed_100m,0.12728285428162778
arima,24,wind_speed_10m,0.6025676085200633
arima,24,surface_pressure,1.3637928723677533
arima,24,precipitation,0.28462618798745987
persistence,1,shortwave_radiation,113.0
persistence,1,direct_normal_irradiance,260.79999999999995
persistence,1,diffuse_radiation,124.0
persistence,1,temperature_2m,0.6000000000000014
persistence,1,relative_humidity_2m,2.0
persistence,1,cloud_cover,10.0
persistence,1,wind_speed_100m,0.9000000000000004
persistence,1,wind_speed_10m,0.09999999999999964
persistence,1,surface_pressure,0.10000000000002274
persistence,1,precipitation,0.0
persistence,6,shortwave_radiation,19.0
persistence,6,direct_normal_irradiance,56.39999999999998
persistence,6,diffuse_radiation,3.0
persistence,6,temperature_2m,0.5
persistence,6,relative_humidity_2m,8.0
persistence,6,cloud_cover,7.0
persistence,6,wind_speed_100m,0.6000000000000005
persistence,6,wind_speed_10m,0.3999999999999999
persistence,6,surface_pressure,0.09999999999990905
persistence,6,precipitation,0.1
persistence,12,temperature_2m,0.29999999999999893
persistence,12,relative_humidity_2m,20.0
persistence,12,cloud_cover,25.0
persistence,12,wind_speed_100m,4.1
persistence,12,wind_speed_10m,1.7999999999999998
persistence,12,surface_pressure,0.39999999999997726
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,8.0
persistence,24,direct_normal_irradiance,64.09999999999991
persistence,24,diffuse_radiation,46.0
persistence,24,temperature_2m,0.0
persistence,24,relative_humidity_2m,3.0
persistence,24,cloud_cover,32.0
persistence,24,wind_speed_100m,1.2999999999999998
persistence,24,wind_speed_10m,1.3000000000000003
persistence,24,surface_pressure,0.7000000000000455
persistence,24,precipitation,0.2
climatology,1,shortwave_radiation,153.42857142857144
climatology,1,direct_normal_irradiance,272.5071428571428
climatology,1,diffuse_radiation,93.0
climatology,1,temperature_2m,1.5857142857142854
climatology,1,relative_humidity_2m,20.0
climatology,1,cloud_cover,48.5
climatology,1,wind_speed_100m,0.27142857142857224
climatology,1,wind_speed_10m,0.3857142857142861
climatology,1,surface_pressure,1.550000000000182
climatology,1,precipitation,0.6214285714285712
climatology,6,shortwave_radiation,82.5
climatology,6,direct_normal_irradiance,227.28571428571428
climatology,6,diffuse_radiation,8.785714285714292
climatology,6,temperature_2m,0.0785714285714274
climatology,6,relative_humidity_2m,3.5714285714285694
climatology,6,cloud_cover,33.42857142857143
climatology,6,wind_speed_100m,1.0214285714285718
climatology,6,wind_speed_10m,1.1285714285714286
climatology,6,surface_pressure,0.7857142857142208
climatology,6,precipitation,0.23571428571428568
climatology,12,temperature_2m,0.25
climatology,12,relative_humidity_2m,9.92857142857143
climatology,12,cloud_cover,35.21428571428571
climatology,12,wind_speed_100m,1.528571428571428
climatology,12,wind_speed_10m,1.0285714285714285
climatology,12,surface_pressure,0.6928571428570649
climatology,12,precipitation,0.014285714285714287
climatology,24,shortwave_radiation,100.5
climatology,24,direct_normal_irradiance,153.51428571428573
climatology,24,diffuse_radiation,25.64285714285714
climatology,24,temperature_2m,1.1071428571428577
climatology,24,relative_humidity_2m,12.92857142857143
climatology,24,cloud_cover,20.07142857142857
climatology,24,wind_speed_100m,1.064285714285714
climatology,24,wind_speed_10m,0.9785714285714286
climatology,24,surface_pressure,0.5500000000000682
climatology,24,precipitation,0.45
persistence,1,shortwave_radiation,36.0
persistence,1,direct_normal_irradiance,271.0
persistence,1,diffuse_radiation,10.0
persistence,1,temperature_2m,0.29999999999999893
persistence,1,relative_humidity_2m,5.0
persistence,1,cloud_cover,1.0
persistence,1,wind_speed_100m,4.6000000000000005
persistence,1,wind_speed_10m,3.8000000000000003
persistence,1,surface_pressure,0.39999999999997726
persistence,1,precipitation,0.9
persistence,6,temperature_2m,0.20000000000000107
persistence,6,relative_humidity_2m,4.0
persistence,6,cloud_cover,2.0
persistence,6,wind_speed_100m,1.0
persistence,6,wind_speed_10m,0.0
persistence,6,surface_pressure,1.2999999999999545
persistence,6,precipitation,0.0
persistence,12,temperature_2m,1.799999999999999
persistence,12,relative_humidity_2m,6.0
persistence,12,cloud_cover,15.0
persistence,12,wind_speed_100m,2.1000000000000005
persistence,12,wind_speed_10m,0.0
persistence,12,surface_pressure,0.7000000000000455
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,8.0
persistence,24,direct_normal_irradiance,69.30000000000001
persistence,24,diffuse_radiation,20.0
persistence,24,temperature_2m,1.4000000000000004
persistence,24,relative_humidity_2m,13.0
persistence,24,cloud_cover,37.0
persistence,24,wind_speed_100m,3.8
persistence,24,wind_speed_10m,2.8999999999999995
persistence,24,surface_pressure,0.8999999999999773
persistence,24,precipitation,0.1
climatology,1,shortwave_radiation,8.92857142857143
climatology,1,direct_normal_irradiance,50.48571428571432
climatology,1,diffuse_radiation,1.0714285714285694
climatology,1,temperature_2m,0.15714285714285836
climatology,1,relative_humidity_2m,3.714285714285708
climatology,1,cloud_cover,10.785714285714292
climatology,1,wind_speed_100m,3.635714285714286
climatology,1,wind_speed_10m,1.7214285714285715
climatology,1,surface_pressure,0.16428571428571104
climatology,1,precipitation,0.8999999999999999
climatology,6,temperature_2m,0.0
climatology,6,relative_humidity_2m,5.714285714285708
climatology,6,cloud_cover,30.214285714285708
climatology,6,wind_speed_100m,0.6357142857142857
climatology,6,wind_speed_10m,1.057142857142857
climatology,6,surface_pressure,0.6285714285713766
climatology,6,precipitation,0.014285714285714287
climatology,12,temperature_2m,0.7285714285714278
climatology,12,relative_humidity_2m,0.7142857142857082
climatology,12,cloud_cover,28.42857142857143
climatology,12,wind_speed_100m,1.8428571428571443
climatology,12,wind_speed_10m,0.3142857142857145
climatology,12,surface_pressure,0.007142857142639514
climatology,12,precipitation,0.14285714285714285
climatology,24,shortwave_radiation,64.42857142857142
climatology,24,direct_normal_irradiance,177.9785714285714
climatology,24,diffuse_radiation,7.857142857142861
climatology,24,temperature_2m,1.4928571428571402
climatology,24,relative_humidity_2m,12.785714285714292
climatology,24,cloud_cover,27.42857142857143
climatology,24,wind_speed_100m,0.6428571428571423
climatology,24,wind_speed_10m,0.3857142857142857
climatology,24,surface_pressure,1.1785714285714448
climatology,24,precipitation,0.19285714285714287
persistence,1,temperature_2m,0.20000000000000107
persistence,1,relative_humidity_2m,12.0
persistence,1,cloud_cover,5.0
persistence,1,wind_speed_100m,3.6999999999999997
persistence,1,wind_speed_10m,1.7000000000000002
persistence,1,surface_pressure,0.8999999999999773
persistence,1,precipitation,0.0
persistence,6,temperature_2m,1.0
persistence,6,relative_humidity_2m,9.0
persistence,6,cloud_cover,55.0
persistence,6,wind_speed_100m,2.7
persistence,6,wind_speed_10m,1.0
persistence,6,surface_pressure,0.10000000000002274
persistence,6,precipitation,0.0
persistence,12,shortwave_radiation,60.0
persistence,12,direct_normal_irradiance,169.10000000000002
persistence,12,diffuse_radiation,81.0
persistence,12,temperature_2m,0.3000000000000007
persistence,12,relative_humidity_2m,2.0
persistence,12,cloud_cover,4.0
persistence,12,wind_speed_100m,2.3000000000000007
persistence,12,wind_speed_10m,1.0999999999999996
persistence,12,surface_pressure,0.3000000000000682
persistence,12,precipitation,0.0
persistence,24,temperature_2m,0.6999999999999993
persistence,24,relative_humidity_2m,8.0
persistence,24,cloud_cover,42.0
persistence,24,wind_speed_100m,2.6000000000000005
persistence,24,wind_speed_10m,1.0
persistence,24,surface_pressure,0.40000000000009095
persistence,24,precipitation,0.0
climatology,1,temperature_2m,0.15714285714285836
climatology,1,relative_humidity_2m,8.785714285714292
climatology,1,cloud_cover,30.214285714285708
climatology,1,wind_speed_100m,3.4785714285714286
climatology,1,wind_speed_10m,0.8999999999999999
climatology,1,surface_pressure,1.1857142857140843
climatology,1,precipitation,0.09999999999999999
climatology,6,temperature_2m,1.75
climatology,6,relative_humidity_2m,9.214285714285708
climatology,6,cloud_cover,30.5
climatology,6,wind_speed_100m,1.12142857142857
climatology,6,wind_speed_10m,0.8357142857142859
climatology,6,surface_pressure,0.1214285714286234
climatology,6,precipitation,0.14285714285714285
climatology,12,shortwave_radiation,162.21428571428567
climatology,12,direct_normal_irradiance,324.00714285714287
climatology,12,diffuse_radiation,106.35714285714286
climatology,12,temperature_2m,1.9999999999999964
climatology,12,relative_humidity_2m,14.785714285714292
climatology,12,cloud_cover,24.64285714285714
climatology,12,wind_speed_100m,0.014285714285712459
climatology,12,wind_speed_10m,0.39285714285714235
climatology,12,surface_pressure,0.6357142857143572
climatology,12,precipitation,0.5357142857142858
climatology,24,temperature_2m,0.671428571428569
climatology,24,relative_humidity_2m,13.0
climatology,24,cloud_cover,2.4285714285714306
climatology,24,wind_speed_100m,4.114285714285715
climatology,24,wind_speed_10m,1.3499999999999999
climatology,24,surface_pressure,0.8857142857141298
climatology,24,precipitation,0.014285714285714287
arima,1,temperature_2m,0.28147797224112914
arima,1,relative_humidity_2m,0.881611505823642
arima,1,cloud_cover,7.212506605285874
arima,1,wind_speed_100m,2.7036254618088424
arima,1,wind_speed_10m,1.4692990066137899
arima,1,surface_pressure,0.47306705507241986
arima,1,precipitation,0.019735035615703694
arima,6,temperature_2m,0.7622315364738412
arima,6,relative_humidity_2m,5.291813864899368
arima,6,cloud_cover,51.49068449042474
arima,6,wind_speed_100m,2.283812025490999
arima,6,wind_speed_10m,0.49787272692360274
arima,6,surface_pressure,2.2221052456801544
arima,6,precipitation,0.07035737732771172
arima,12,shortwave_radiation,897.7806553075989
arima,12,direct_normal_irradiance,941.2688481363216
arima,12,diffuse_radiation,82.88747440003591
arima,12,temperature_2m,7.23023844592467
arima,12,relative_humidity_2m,25.95675261778119
arima,12,cloud_cover,8.16449553505992
arima,12,wind_speed_100m,0.6339326934633736
arima,12,wind_speed_10m,2.1042354325970027
arima,12,surface_pressure,2.629939715329101
arima,12,precipitation,0.028011499022246616
arima,24,temperature_2m,0.7246745887907462
arima,24,relative_humidity_2m,0.9765113281658273
arima,24,cloud_cover,31.777255942210566
arima,24,wind_speed_100m,2.934988818804115
arima,24,wind_speed_10m,1.0083950991685593
arima,24,surface_pressure,0.7164569260850158
arima,24,precipitation,0.06757160291261201
