baseline,horizon_h,variable,mae
persistence,1,precipitation,0.2
persistence,6,shortwave_radiation,290.0
persistence,6,direct_normal_irradiance,695.3
persistence,6,diffuse_radiation,329.0
persistence,6,temperature_2m,2.099999999999998
persistence,6,relative_humidity_2m,10.0
persistence,6,cloud_cover,76.0
persistence,6,wind_speed_100m,3.3000000000000007
persistence,6,wind_speed_10m,2.7
persistence,6,surface_pressure,0.6999999999999318
persistence,6,precipitation,0.2
persistence,12,shortwave_radiation,63.0
persistence,12,direct_normal_irradiance,350.70000000000005
persistence,12,diffuse_radiation,94.0
persistence,12,temperature_2m,0.20000000000000107
persistence,12,relative_humidity_2m,0.0
persistence,12,cloud_cover,69.0
persistence,12,wind_speed_100m,4.9
persistence,12,wind_speed_10m,3.3999999999999995
persistence,12,surface_pressure,0.599999999999909
persistence,12,precipitation,0.1
persistence,24,temperature_2m,0.8000000000000007
persistence,24,relative_humidity_2m,6.0
persistence,24,cloud_cover,23.0
persistence,24,wind_speed_100m,0.10000000000000009
persistence,24,wind_speed_10m,1.2
persistence,24,surface_pressure,0.20000000000004547
persistence,24,precipitation,0.0
climatology,1,temperature_2m,1.5642857142857185
climatology,1,relative_humidity_2m,3.357142857142861
climatology,1,cloud_cover,78.5
climatology,1,wind_speed_100m,2.500000000000001
climatology,1,wind_speed_10m,1.4857142857142858
climatology,1,surface_pressure,0.5571428571429351
climatology,1,precipitation,0.5928571428571427
climatology,6,shortwave_radiation,252.57142857142856
climatology,6,direct_normal_irradiance,468.1571428571429
climatology,6,diffuse_radiation,167.42857142857144
climatology,6,temperature_2m,0.649999999999995
climatology,6,relative_humidity_2m,8.42857142857143
climatology,6,cloud_cover,69.35714285714286
climatology,6,wind_speed_100m,2.757142857142858
climatology,6,wind_speed_10m,2.2857142857142856
climatology,6,surface_pressure,1.8785714285711492
climatology,6,precipitation,3.421428571428572
climatology,12,shortwave_radiation,94.21428571428572
climatology,12,direct_normal_irradiance,329.8214285714286
climatology,12,diffuse_radiation,52.5
climatology,12,temperature_2m,0.07142857142857117
climatology,12,relative_humidity_2m,6.357142857142861
climatology,12,cloud_cover,65.71428571428571
climatology,12,wind_speed_100m,1.5214285714285731
climatology,12,wind_speed_10m,0.7571428571428571
climatology,12,surface_pressure,1.207142857143026
climatology,12,precipitation,1.2785714285714291
climatology,24,temperature_2m,0.6357142857142826
climatology,24,relative_humidity_2m,3.0714285714285694
climatology,24,cloud_cover,50.28571428571429
climatology,24,wind_speed_100m,0.6071428571428572
climatology,24,wind_speed_10m,0.18571428571428572
climatology,24,surface_pressure,0.22142857142841876
climatology,24,precipitation,0.6785714285714286
arima,1,temperature_2m,0.0866782635692207
arima,1,relative_humidity_2m,0.12062083792386602
arima,1,cloud_cover,30.431625743823247
arima,1,wind_speed_100m,0.5609447795247684
arima,1,wind_speed_10m,0.7896946206803853
arima,1,surface_pressure,0.23264557826519194
arima,1,precipitation,0.1780087606085607
arima,6,shortwave_radiation,876.586282719915
arima,6,direct_normal_irradiance,957.2979209203564
arima,6,diffuse_radiation,102.21257410205746
arima,6,temperature_2m,7.62492908183817
arima,6,relative_humidity_2m,24.77579437357487
arima,6,cloud_cover,66.46639332840708
arima,6,wind_speed_100m,8.857670284531133
arima,6,wind_speed_10m,9.26577120529091
arima,6,surface_pressure,4.216533064058353
arima,6,precipitation,0.34110146731989266
arima,12,shortwave_radiation,342.6521726667113
arima,12,direct_normal_irradiance,573.1978990977219
arima,12,diffuse_radiation,95.23691777512043
arima,12,temperature_2m,4.324838113007036
arima,12,relative_humidity_2m,7.7754982847694265
arima,12,cloud_cover,63.3688576410202
arima,12,wind_speed_100m,3.0316001604955645
arima,12,wind_speed_10m,4.5889558560393855
arima,12,surface_pressure,1.9728287857799387
arima,12,precipitation,0.18587400526532177
arima,24,temperature_2m,0.6248379450278758
arima,24,relative_humidity_2m,6.224501534347866
arima,24,cloud_cover,50.600405785973024
arima,24,wind_speed_100m,0.22271265111545913
arima,24,wind_speed_10m,1.589010835557611
arima,24,surface_pressure,0.2537728931820311
arima,24,precipitation,0.3950441002310243
persistence,1,shortwave_radiation,99.0
persistence,1,direct_normal_irradiance,165.29999999999995
persistence,1,diffuse_radiation,62.0
persistence,1,temperature_2m,1.3000000000000007
persistence,1,relative_humidity_2m,5.0
persistence,1,cloud_cover,25.0
persistence,1,wind_speed_100m,1.5999999999999996
persistence,1,wind_speed_10m,1.200000000000001
persistence,1,surface_pressure,1.3000000000000682
persistence,1,precipitation,0.1
persistence,6,shortwave_radiation,26.0
persistence,6,direct_normal_irradiance,81.59999999999991
persistence,6,diffuse_radiation,10.0
persistence,6,temperature_2m,0.3000000000000007
persistence,6,relative_humidity_2m,3.0
persistence,6,cloud_cover,18.0
persistence,6,wind_speed_100m,3.0
persistence,6,wind_speed_10m,1.8999999999999995
persistence,6,surface_pressure,0.3000000000000682
persistence,6,precipitation,0.1
persistence,12,temperature_2m,0.9000000000000004
persistence,12,relative_humidity_2m,8.0
persistence,12,cloud_cover,16.0
persistence,12,wind_speed_100m,0.9999999999999998
persistence,12,wind_speed_10m,0.7999999999999999
persistence,12,surface_pressure,0.10000000000002274
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,27.0
persistence,24,direct_normal_irradiance,116.30000000000007
persistence,24,diffuse_radiation,76.0
persistence,24,temperature_2m,0.10000000000000142
persistence,24,relative_humidity_2m,0.0
persistence,24,cloud_cover,43.0
persistence,24,wind_speed_100m,0.6999999999999993
persistence,24,wind_speed_10m,0.5999999999999996
persistence,24,surface_pressure,0.10000000000002274
persistence,24,precipitation,0.0
climatology,1,shortwave_radiation,158.78571428571433
climatology,1,direct_normal_irradiance,285.4357142857142
climatology,1,diffuse_radiation,121.85714285714283
climatology,1,temperature_2m,0.5285714285714285
climatology,1,relative_humidity_2m,8.785714285714292
climatology,1,cloud_cover,48.07142857142857
climatology,1,wind_speed_100m,2.492857142857142
climatology,1,wind_speed_10m,2.178571428571429
climatology,1,surface_pressure,0.4428571428569512
climatology,1,precipitation,1.4071428571428573
climatology,6,shortwave_radiation,105.92857142857144
climatology,6,direct_normal_irradiance,375.3071428571428
climatology,6,diffuse_radiation,60.64285714285714
climatology,6,temperature_2m,0.2928571428571427
climatology,6,relative_humidity_2m,8.42857142857143
climatology,6,cloud_cover,42.78571428571429
climatology,6,wind_speed_100m,1.492857142857141
climatology,6,wind_speed_10m,1.1142857142857139
climatology,6,surface_pressure,0.7428571428572468
climatology,6,precipitation,1.1857142857142857
climatology,12,temperature_2m,0.564285714285715
climatology,12,relative_humidity_2m,3.0714285714285694
climatology,12,cloud_cover,60.0
climatology,12,wind_speed_100m,1.2357142857142858
climatology,12,wind_speed_10m,1.7142857142857144
climatology,12,surface_pressure,0.33571428571428896
climatology,12,precipitation,0.4428571428571429
climatology,24,shortwave_radiation,129.28571428571433
climatology,24,direct_normal_irradiance,201.73571428571427
climatology,24,diffuse_radiation,54.428571428571416
climatology,24,temperature_2m,0.08571428571428896
climatology,24,relative_humidity_2m,8.785714285714292
climatology,24,cloud_cover,10.142857142857139
climatology,24,wind_speed_100m,1.0928571428571434
climatology,24,wind_speed_10m,0.8071428571428569
climatology,24,surface_pressure,0.3714285714285097
climatology,24,precipitation,2.328571428571429
persistence,1,shortwave_radiation,0.0
persistence,1,direct_normal_irradiance,36.80000000000001
persistence,1,diffuse_radiation,7.0
persistence,1,temperature_2m,0.09999999999999964
persistence,1,relative_humidity_2m,4.0
persistence,1,cloud_cover,9.0
persistence,1,wind_speed_100m,0.39999999999999947
persistence,1,wind_speed_10m,0.5
persistence,1,surface_pressure,0.10000000000002274
persistence,1,precipitation,0.0
persistence,6,temperature_2m,0.5
persistence,6,relative_humidity_2m,5.0
persistence,6,cloud_cover,15.0
persistence,6,wind_speed_100m,0.09999999999999964
persistence,6,wind_speed_10m,0.19999999999999996
persistence,6,surface_pressure,0.6000000000000227
persistence,6,precipitation,0.0
persistence,12,temperature_2m,1.4000000000000004
persistence,12,relative_humidity_2m,4.0
persistence,12,cloud_cover,0.0
persistence,12,wind_speed_100m,3.2
persistence,12,wind_speed_10m,0.09999999999999998
persistence,12,surface_pressure,0.6000000000000227
persistence,12,precipitation,0.3
persistence,24,shortwave_radiation,71.0
persistence,24,direct_normal_irradiance,207.40000000000003
persistence,24,diffuse_radiation,21.0
persistence,24,temperature_2m,0.8999999999999986
persistence,24,relative_humidity_2m,1.0
persistence,24,cloud_cover,53.0
persistence,24,wind_speed_100m,1.0
persistence,24,wind_speed_10m,0.5999999999999996
persistence,24,surface_pressure,0.20000000000004547
persistence,24,precipitation,0.0
climatology,1,shortwave_radiation,42.5
climatology,1,direct_normal_irradiance,259.84285714285716
climatology,1,diffuse_radiation,8.92857142857143
climatology,1,temperature_2m,0.20000000000000107
climatology,1,relative_humidity_2m,2.9285714285714306
climatology,1,cloud_cover,36.92857142857143
climatology,1,wind_speed_100m,0.7499999999999991
climatology,1,wind_speed_10m,0.6000000000000005
climatology,1,surface_pressure,0.1999999999999318
climatology,1,precipitation,0.24285714285714285
climatology,6,temperature_2m,1.064285714285715
climatology,6,relative_humidity_2m,7.857142857142861
climatology,6,cloud_cover,71.78571428571429
climatology,6,wind_speed_100m,1.085714285714285
climatology,6,wind_speed_10m,1.3785714285714286
climatology,6,surface_pressure,1.0
climatology,6,precipitation,0.4428571428571429
climatology,12,temperature_2m,0.507142857142858
climatology,12,relative_humidity_2m,0.2857142857142918
climatology,12,cloud_cover,9.714285714285708
climatology,12,wind_speed_100m,2.128571428571429
climatology,12,wind_speed_10m,0.8357142857142854
climatology,12,surface_pressure,1.1368683772161603e-13
climatology,12,precipitation,0.3714285714285715
climatology,24,shortwave_radiation,90.07142857142856
climatology,24,direct_normal_irradiance,299.7428571428572
climatology,24,diffuse_radiation,41.71428571428572
climatology,24,temperature_2m,1.0142857142857125
climatology,24,relative_humidity_2m,3.714285714285708
climatology,24,cloud_cover,2.0
climatology,24,wind_speed_100m,0.7214285714285706
climatology,24,wind_speed_10m,0.9214285714285717
climatology,24,surface_pressure,0.1357142857142435
climatology,24,precipitation,0.9285714285714285
persistence,1,temperature_2m,0.6000000000000014
persistence,1,relative_humidity_2m,3.0
persistence,1,cloud_cover,72.0
persistence,1,wind_speed_100m,1.2000000000000002
persistence,1,wind_speed_10m,0.10000000000000009
persistence,1,surface_pressure,0.0
persistence,1,precipitation,0.0
persistence,6,temperature_2m,0.09999999999999964
persistence,6,relative_humidity_2m,1.0
persistence,6,cloud_cover,0.0
persistence,6,wind_speed_100m,1.3
persistence,6,wind_speed_10m,0.3
persistence,6,surface_pressure,0.0
persistence,6,precipitation,0.3
persistence,12,shortwave_radiation,103.0
persistence,12,direct_normal_irradiance,177.60000000000002
persistence,12,diffuse_radiation,55.0
persistence,12,temperature_2m,0.6999999999999993
persistence,12,relative_humidity_2m,4.0
persistence,12,cloud_cover,45.0
persistence,12,wind_speed_100m,1.0
persistence,12,wind_speed_10m,0.9000000000000004
persistence,12,surface_pressure,0.10000000000002274
persistence,12,precipitation,0.30000000000000004
persistence,24,temperature_2m,0.9000000000000004
persistence,24,relative_humidity_2m,6.0
persistence,24,cloud_cover,1.0
persistence,24,wind_speed_100m,0.30000000000000027
persistence,24,wind_speed_10m,1.8
persistence,24,surface_pressure,1.0
persistence,24,precipitation,0.1
climatology,1,temperature_2m,0.1642857142857146
climatology,1,relative_humidity_2m,6.071428571428569
climatology,1,cloud_cover,15.57142857142857
climatology,1,wind_speed_100m,0.9357142857142859
climatology,1,wind_speed_10m,0.6142857142857143
climatology,1,surface_pressure,0.5571428571428214
climatology,1,precipitation,0.32857142857142857
climatology,6,temperature_2m,0.3428571428571434
climatology,6,relative_humidity_2m,0.9285714285714306
climatology,6,cloud_cover,9.642857142857139
climatology,6,wind_speed_100m,0.7214285714285715
climatology,6,wind_speed_10m,0.9714285714285713
climatology,6,surface_pressure,0.1857142857144254
climatology,6,precipitation,0.692857142857143
climatology,12,shortwave_radiation,60.0
climatology,12,direct_normal_irradiance,122.87857142857138
climatology,12,diffuse_radiation,52.85714285714286
climatology,12,temperature_2m,0.07857142857142918
climatology,12,relative_humidity_2m,0.9285714285714306
climatology,12,cloud_cover,17.5
climatology,12,wind_speed_100m,0.09999999999999787
climatology,12,wind_speed_10m,0.25
climatology,12,surface_pressure,0.4428571428570649
climatology,12,precipitation,0.85
climatology,24,temperature_2m,0.7785714285714267
climatology,24,relative_humidity_2m,5.285714285714292
climatology,24,cloud_cover,18.214285714285708
climatology,24,wind_speed_100m,0.9571428571428573
climatology,24,wind_speed_10m,0.6428571428571428
climatology,24,surface_pressure,0.6357142857142435
climatology,24,precipitation,0.21428571428571422
arima,1,temperature_2m,0.6055167056853055
arima,1,relative_humidity_2m,5.534672722583977
arima,1,cloud_cover,11.059435371127677
arima,1,wind_speed_100m,1.3342857329310718
arima,1,wind_speed_10m,0.20046034785029843
arima,1,surface_pressure,0.2146934970504617
arima,1,precipitation,0.03726925813049666
arima,6,temperature_2m,0.8405126975527537
arima,6,relative_humidity_2m,4.254388188301149
arima,6,cloud_cover,27.125334757342188
arima,6,wind_speed_100m,0.6223313764912026
arima,6,wind_speed_10m,1.0450138560726443
arima,6,surface_pressure,0.8726448285640345
arima,6,precipitation,0.03982633381061664
arima,12,shortwave_radiation,864.7942682116781
arima,12,direct_normal_irradiance,91.81885256654925
arima,12,diffuse_radiation,64.094728141513
arima,12,temperature_2m,6.663089345343064
arima,12,relative_humidity_2m,20.728972037060444
arima,12,cloud_cover,28.957317024345656
arima,12,wind_speed_100m,6.1761604241221715
arima,12,wind_speed_10m,5.8556841937640955
arima,12,surface_pressure,3.5638785950120564
arima,12,precipitation,0.3581575872983802
arima,24,temperature_2m,1.8635901058877593
arima,24,relative_humidity_2m,7.271234476419323
arima,24,cloud_cover,29.099069389556576
arima,24,wind_speed_100m,0.3227189461507596
arima,24,wind_speed_10m,1.3610689419220277
arima,24,surface_pressure,1.124581633614639
arima,24,precipitation,0.057628688793774495
persistence,1,temperature_2m,0.3999999999999986
persistence,1,relative_humidity_2m,3.0
persistence,1,cloud_cover,0.0
persistence,1,wind_speed_100m,1.1
persistence,1,wind_speed_10m,2.3000000000000003
persistence,1,surface_pressure,1.0
persistence,1,precipitation,0.1
persistence,6,shortwave_radiation,118.0
persistence,6,direct_normal_irradiance,171.79999999999995
persistence,6,diffuse_radiation,35.0
persistence,6,temperature_2m,1.3000000000000007
persistence,6,relative_humidity_2m,6.0
persistence,6,cloud_cover,12.0
persistence,6,wind_speed_100m,0.20000000000000107
persistence,6,wind_speed_10m,0.1999999999999993
persistence,6,surface_pressure,0.20000000000004547
persistence,6,precipitation,0.10000000000000003
persistence,12,shortwave_radiation,157.0
persistence,12,direct_normal_irradiance,58.5
persistence,12,diffuse_radiation,131.0
persistence,12,temperature_2m,1.6999999999999993
persistence,12,relative_humidity_2m,13.0
persistence,12,cloud_cover,0.0
persistence,12,wind_speed_100m,1.9000000000000004
persistence,12,wind_speed_10m,0.6999999999999993
persistence,12,surface_pressure,1.2000000000000455
persistence,12,precipitation,0.0
persistence,24,temperature_2m,0.09999999999999964
persistence,24,relative_humidity_2m,1.0
persistence,24,cloud_cover,0.0
persistence,24,wind_speed_100m,0.5
persistence,24,wind_speed_10m,0.10000000000000009
persistence,24,surface_pressure,0.2999999999999545
persistence,24,precipitation,0.1
climatology,1,temperature_2m,0.5357142857142847
climatology,1,relative_humidity_2m,4.142857142857139
climatology,1,cloud_cover,10.07142857142857
climatology,1,wind_speed_100m,0.09285714285714297
climatology,1,wind_speed_10m,1.178571428571429
climatology,1,surface_pressure,0.6571428571428442
climatology,1,precipitation,0.41428571428571437
climatology,6,shortwave_radiation,62.85714285714289
climatology,6,direct_normal_irradiance,55.40000000000009
climatology,6,diffuse_radiation,16.35714285714286
climatology,6,temperature_2m,1.278571428571432
climatology,6,relative_humidity_2m,7.428571428571431
climatology,6,cloud_cover,5.5
climatology,6,wind_speed_100m,0.3357142857142854
climatology,6,wind_speed_10m,0.4642857142857135
climatology,6,surface_pressure,0.6785714285714448
climatology,6,precipitation,0.6642857142857144
climatology,12,shortwave_radiation,250.78571428571428
climatology,12,direct_normal_irradiance,373.5857142857143
climatology,12,diffuse_radiation,82.71428571428572
climatology,12,temperature_2m,1.5857142857142854
climatology,12,relative_humidity_2m,12.357142857142861
climatology,12,cloud_cover,18.35714285714286
climatology,12,wind_speed_100m,0.35714285714285676
climatology,12,wind_speed_10m,0.6428571428571432
climatology,12,surface_pressure,1.057142857142935
climatology,12,precipitation,0.4714285714285714
climatology,24,temperature_2m,0.8714285714285701
climatology,24,relative_humidity_2m,2.142857142857139
climatology,24,cloud_cover,9.642857142857139
climatology,24,wind_speed_100m,1.371428571428571
climatology,24,wind_speed_10m,1.4428571428571433
climatology,24,surface_pressure,0.41428571428571104
climatology,24,precipitation,0.6285714285714284
persistence,1,shortwave_radiation,78.0
persistence,1,direct_normal_irradiance,205.70000000000005
persistence,1,diffuse_radiation,123.0
persistence,1,temperature_2m,0.3000000000000007
persistence,1,relative_humidity_2m,2.0
persistence,1,cloud_cover,1.0
persistence,1,wind_speed_100m,0.9000000000000004
persistence,1,wind_speed_10m,0.7000000000000002
persistence,1,surface_pressure,0.5
persistence,1,precipitation,1.8000000000000003
persistence,6,shortwave_radiation,181.0
persistence,6,direct_normal_irradiance,194.4
persistence,6,diffuse_radiation,95.0
persistence,6,temperature_2m,1.1999999999999993
persistence,6,relative_humidity_2m,6.0
persistence,6,cloud_cover,0.0
persistence,6,wind_speed_100m,2.4000000000000004
persistence,6,wind_speed_10m,1.0999999999999996
persistence,6,surface_pressure,0.6000000000000227
persistence,6,precipitation,0.0
persistence,12,temperature_2m,2.1999999999999993
persistence,12,relative_humidity_2m,4.0
persistence,12,cloud_cover,0.0
persistence,12,wind_speed_100m,0.7000000000000002
persistence,12,wind_speed_10m,0.9000000000000001
persistence,12,surface_pressure,2.8999999999999773
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,318.0
persistence,24,direct_normal_irradiance,380.1
persistence,24,diffuse_radiation,22.0
persistence,24,temperature_2m,1.6000000000000014
persistence,24,relative_humidity_2m,17.0
persistence,24,cloud_cover,0.0
persistence,24,wind_speed_100m,3.700000000000001
persistence,24,wind_speed_10m,2.8000000000000003
persistence,24,surface_pressure,0.10000000000002274
persistence,24,precipitation,1.7
climatology,1,shortwave_radiation,194.1428571428571
climatology,1,direct_normal_irradiance,309.4142857142857
climatology,1,diffuse_radiation,106.57142857142858
climatology,1,temperature_2m,1.0785714285714256
climatology,1,relative_humidity_2m,10.857142857142861
climatology,1,cloud_cover,18.57142857142857
climatology,1,wind_speed_100m,0.08571428571428719
climatology,1,wind_speed_10m,0.20000000000000018
climatology,1,surface_pressure,1.2000000000000455
climatology,1,precipitation,1.6571428571428575
climatology,6,shortwave_radiation,65.57142857142856
climatology,6,direct_normal_irradiance,178.08571428571432
climatology,6,diffuse_radiation,16.0
climatology,6,temperature_2m,0.3714285714285719
climatology,6,relative_humidity_2m,6.214285714285708
climatology,6,cloud_cover,18.35714285714286
climatology,6,wind_speed_100m,2.6714285714285717
climatology,6,wind_speed_10m,1.685714285714286
climatology,6,surface_pressure,0.4357142857143117
climatology,6,precipitation,0.30714285714285705
climatology,12,temperature_2m,1.4071428571428566
climatology,12,relative_humidity_2m,0.2857142857142918
climatology,12,cloud_cover,18.214285714285708
climatology,12,wind_speed_100m,0.6357142857142861
climatology,12,wind_speed_10m,0.22857142857142887
climatology,12,surface_pressure,2.3500000000001364
climatology,12,precipitation,0.17142857142857143
climatology,24,shortwave_radiation,83.5
climatology,24,direct_normal_irradiance,137.3571428571429
climatology,24,diffuse_radiation,36.14285714285714
climatology,24,temperature_2m,1.0428571428571445
climatology,24,relative_humidity_2m,7.714285714285708
climatology,24,cloud_cover,18.35714285714286
climatology,24,wind_speed_100m,0.46428571428571175
climatology,24,wind_speed_10m,0.5142857142857142
climatology,24,surface_pressure,1.6214285714286234
climatology,24,precipitation,2.207142857142857
persistence,1,shortwave_radiation,12.0
persistence,1,direct_normal_irradiance,0.30000000000000426
persistence,1,diffuse_radiation,12.0
persistence,1,temperature_2m,0.3000000000000007
persistence,1,relative_humidity_2m,4.0
persistence,1,cloud_cover,0.0
persistence,1,wind_speed_100m,2.4
persistence,1,wind_speed_10m,2.0999999999999996
persistence,1,surface_pressure,0.599999999999909
persistence,1,precipitation,0.0
persistence,6,temperature_2m,0.5999999999999996
persistence,6,relative_humidity_2m,4.0
persistence,6,cloud_cover,41.0
persistence,6,wind_speed_100m,1.8
persistence,6,wind_speed_10m,1.2000000000000002
persistence,6,surface_pressure,0.6999999999999318
persistence,6,precipitation,0.0
persistence,12,temperature_2m,0.9000000000000004
persistence,12,relative_humidity_2m,6.0
persistence,12,cloud_cover,0.0
persistence,12,wind_speed_100m,2.0999999999999996
persistence,12,wind_speed_10m,2.2
persistence,12,surface_pressure,1.3999999999999773
persistence,12,precipitation,0.0
persistence,24,shortwave_radiation,95.0
persistence,24,direct_normal_irradiance,133.7
persistence,24,diffuse_radiation,36.0
persistence,24,temperature_2m,0.5
persistence,24,relative_humidity_2m,5.0
persistence,24,cloud_cover,0.0
persistence,24,wind_speed_100m,3.3000000000000003
persistence,24,wind_speed_10m,1.8000000000000003
persistence,24,surface_pressure,0.1999999999999318
persistence,24,precipitation,0.6000000000000001
climatology,1,shortwave_radiation,34.5
climatology,1,direct_normal_irradiance,151.82857142857142
climatology,1,diffuse_radiation,3.2857142857142847
climatology,1,temperature_2m,0.27857142857142847
climatology,1,relative_humidity_2m,5.714285714285708
climatology,1,cloud_cover,13.42857142857143
climatology,1,wind_speed_100m,1.3642857142857139
climatology,1,wind_speed_10m,1.3357142857142863
climatology,1,surface_pressure,1.0928571428570422
climatology,1,precipitation,0.19285714285714284
climatology,6,temperature_2m,0.6357142857142861
climatology,6,relative_humidity_2m,4.142857142857139
climatology,6,cloud_cover,22.785714285714292
climatology,6,wind_speed_100m,2.45
climatology,6,wind_speed_10m,1.4499999999999997
climatology,6,surface_pressure,1.3785714285717177
climatology,6,precipitation,0.028571428571428574
climatology,12,temperature_2m,0.09285714285714342
climatology,12,relative_humidity_2m,3.714285714285708
climatology,12,cloud_cover,9.642857142857139
climatology,12,wind_speed_100m,1.6499999999999997
climatology,12,wind_speed_10m,1.0285714285714285
climatology,12,surface_pressure,0.6000000000001364
climatology,12,precipitation,0.5642857142857143
climatology,24,shortwave_radiation,163.57142857142856
climatology,24,direct_normal_irradiance,358.36428571428564
climatology,24,diffuse_radiation,2.642857142857139
climatology,24,temperature_2m,1.242857142857142
climatology,24,relative_humidity_2m,9.42857142857143
climatology,24,cloud_cover,18.35714285714286
climatology,24,wind_speed_100m,3.8071428571428565
climatology,24,wind_speed_10m,2.6928571428571435
climatology,24,surface_pressure,1.0142857142858475
climatology,24,precipitation,0.8642857142857143
arima,1,shortwave_radiation,140.7503758938827
arima,1,direct_normal_irradiance,80.0245067954072
arima,1,diffuse_radiation,81.94564131398778
arima,1,temperature_2m,0.07425065925292706
arima,1,relative_humidity_2m,8.640910292071084
arima,1,cloud_cover,0.02619678770837197
arima,1,wind_speed_100m,2.656419219912218
arima,1,wind_speed_10m,1.9853835885130495
arima,1,surface_pressure,0.060082757862346625
arima,1,precipitation,0.4596524267615885
arima,6,temperature_2m,0.7552534788327723
arima,6,relative_humidity_2m,18.360320903361625
arima,6,cloud_cover,40.94127639886226
arima,6,wind_speed_100m,6.265065550965523
arima,6,wind_speed_10m,4.945282849182842
arima,6,surface_pressure,0.6249685232082811
arima,6,precipitation,0.8708348983830989
arima,12,temperature_2m,0.717860884822116
arima,12,relative_humidity_2m,2.996345248914068
arima,12,cloud_cover,0.0616098955856188
arima,12,wind_speed_100m,5.622748286669516
arima,12,wind_speed_10m,5.018134751274352
arima,12,surface_pressure,0.37742792725828167
arima,12,precipitation,0.871897957321712
arima,24,shortwave_radiation,164.10066206274786
arima,24,direct_normal_irradiance,101.54916636830127
arima,24,diffuse_radiation,17.62564385742715
arima,24,temperature_2m,0.1343465030106632
arima,24,relative_humidity_2m,4.995981266721202
arima,24,cloud_cover,0.06176279288644082
arima,24,wind_speed_100m,3.3129796868821155
arima,24,wind_speed_10m,2.416700493379801
arima,24,surface_pressure,0.6208689238690113
arima,24,precipitation,0.2280823477728685
persistence,1,temperature_2m,0.9000000000000004
persistence,1,relative_humidity_2m,11.0
persistence,1,cloud_cover,29.0
persistence,1,wind_speed_100m,0.5
persistence,1,wind_speed_10m,0.30000000000000004
persistence,1,surface_pressure,1.2000000000000455
persistence,1,precipitation,0.0
persistence,6,temperature_2m,1.0999999999999996
persistence,6,relative_humidity_2m,11.0
persistence,6,cloud_cover,5.0
persistence,6,wind_speed_100m,0.19999999999999996
persistence,6,wind_speed_10m,0.09999999999999998
persistence,6,surface_pressure,0.8000000000000682
persistence,6,precipitation,0.3
persistence,12,shortwave_radiation,178.0
persistence,12,direct_normal_irradiance,216.9
persistence,12,diffuse_radiation,16.0
persistence,12,temperature_2m,1.1999999999999993
persistence,12,relative_humidity_2m,1.0
persistence,12,cloud_cover,1.0
persistence,12,wind_speed_100m,4.3999999999999995
persistence,12,wind_speed_10m,2.9000000000000004
persistence,12,surface_pressure,1.2999999999999545
persistence,12,precipitation,2.5999999999999996
persistence,24,temperature_2m,0.5
persistence,24,relative_humidity_2m,0.0
persistence,24,cloud_cover,56.0
persistence,24,wind_speed_100m,1.5
persistence,24,wind_speed_10m,1.2000000000000002
persistence,24,surface_pressure,0.39999999999997726
persistence,24,precipitation,0.0
climatology,1,temperature_2m,0.049999999999998934
climatology,1,relative_humidity_2m,6.642857142857139
climatology,1,cloud_cover,16.785714285714292
climatology,1,wind_speed_100m,0.05714285714285827
climatology,1,wind_speed_10m,0.7500000000000002
climatology,1,surface_pressure,0.17142857142846424
climatology,1,precipitation,0.07857142857142856
climatology,6,temperature_2m,1.0
climatology,6,relative_humidity_2m,14.42857142857143
climatology,6,cloud_cover,4.642857142857139
climatology,6,wind_speed_100m,1.3999999999999995
climatology,6,wind_speed_10m,0.8142857142857142
climatology,6,surface_pressure,0.27857142857135386
climatology,6,precipitation,0.25714285714285706
climatology,12,shortwave_radiation,196.78571428571433
climatology,12,direct_normal_irradiance,414.2285714285715
climatology,12,diffuse_radiation,171.21428571428572
climatology,12,temperature_2m,0.0714285714285694
climatology,12,relative_humidity_2m,6.428571428571431
climatology,12,cloud_cover,16.57142857142857
climatology,12,wind_speed_100m,5.27142857142857
climatology,12,wind_speed_10m,3.692857142857143
climatology,12,surface_pressure,0.17142857142857792
climatology,12,precipitation,0.32857142857142857
climatology,24,temperature_2m,0.5928571428571416
climatology,24,relative_humidity_2m,5.571428571428569
climatology,24,cloud_cover,36.71428571428571
climatology,24,wind_speed_100m,0.4500000000000002
climatology,24,wind_speed_10m,1.435714285714286
climatology,24,surface_pressure,0.4285714285714448
climatology,24,precipitation,0.028571428571428574
persistence,1,temperature_2m,0.0
persistence,1,relative_humidity_2m,6.0
persistence,1,cloud_cover,0.0
persistence,1,wind_speed_100m,1.0999999999999996
persistence,1,wind_speed_10m,0.20000000000000007
persistence,1,surface_pressure,0.40000000000009095
persistence,1,precipitation,0.0
persistence,6,shortwave_radiation,221.0
persistence,6,direct_normal_irradiance,458.80000000000007
persistence,6,diffuse_radiation,190.0
persistence,6,temperature_2m,1.1000000000000014
persistence,6,relative_humidity_2m,12.0
persistence,6,cloud_cover,0.0
persistence,6,wind_speed_100m,4.5
persistence,6,wind_speed_10m,3.0
persistence,6,surface_pressure,0.10000000000002274
persistence,6,precipitation,0.3
persistence,12,shortwave_radiation,60.0
persistence,12,direct_normal_irradiance,77.9
persistence,12,diffuse_radiation,26.0
persistence,12,temperature_2m,0.20000000000000107
