modo,estrategia,fecha,pv_kwh,costo_total,costo_norm,diesel_L,diesel_h,ens_kwh,ens_h,deficit_kwh,deficit_max_kw,soc_start_kwh,soc_min_kwh,soc_final_kwh,import_kwh,export_kwh,curtailed_kwh,viol
grid30,dmpc,2026-07-25,207.10425167565415,63618.92913982613,63618.92619245772,510.438404509,14,0.0,0,0.0,0.0,130.00003684210526,130.00003684210526,130.00007368421052,159.5461072350032,204.9532029679654,0.0,0
grid30,dmpc,2026-07-26,179.77616604562493,63333.317259691954,63851.710312323536,510.438404509,14,0.0,0,0.0,0.0,130.00007368421052,123.5201605263158,123.52016052631578,159.44841950506355,184.3484296079965,0.0,0
grid30,dmpc,2026-07-27,178.7858418577156,63799.54709483679,63799.54414746836,538.438404509,15,0.0,0,0.0,0.0,123.52016052631578,123.52016052631578,123.52019736842108,123.84907299281116,190.93775890783485,0.0,0
grid30,dmpc,2026-07-28,204.27943056075685,64060.43697991141,63542.038032542994,538.438404509,15,0.0,0,0.0,0.0,123.52019736842108,123.52019736842108,130.00018421052633,123.64298675731148,209.4042613753764,0.0,0
grid30,dmpc,2026-07-29,180.47724219655015,63633.83991126349,63633.91296389507,510.438404509,14,0.0,0,0.0,0.0,130.00018421052633,129.99927105263157,129.99927105263157,159.78088109789854,178.5619673517568,0.0,0
grid30,dmpc,2026-07-30,194.2763031773748,55764.59173447937,56321.59278711095,437.82845328,14,0.0,0,0.0,0.0,129.99927105263157,123.03675789473682,123.03675789473682,152.81475828237188,75.20590551705476,0.0,0
grid30,dmpc,2026-07-31,192.6368020766043,56037.39000440736,56093.09505703894,438.152322485,14,0.0,0,0.0,0.0,123.03675789473682,122.34044473684207,122.34044473684207,152.5490788539832,67.23772498789553,0.0,0
grid30,dmpc,2026-08-01,203.5248635202317,55394.83295559039,56169.80200822197,435.752718575,14,0.0,0,0.0,0.0,122.34044473684207,112.65333157894736,112.65333157894736,151.93413328245268,83.0108408599925,0.0,0
grid30,dmpc,2026-08-02,210.5356350872605,56284.464043910855,55410.00509654243,435.4989784089999,14,0.0,0,0.0,0.0,112.65333157894736,112.65333157894736,123.58406842105268,152.77067796315424,68.7591571077228,0.0,0
grid30,dmpc,2026-08-03,162.88303947567306,56094.00560502659,56154.57465765817,436.62229855499993,14,0.0,0,0.0,0.0,123.58406842105268,122.82695526315791,122.82695526315791,155.0397073898156,37.53059092279671,0.0,0
grid30,dmpc,2026-08-04,205.22886252549716,56187.41561495709,55802.62466758867,437.3156606919999,14,0.0,0,0.0,0.0,122.82695526315791,122.82695526315791,127.6368421052632,152.48187769201104,72.58758427481621,0.0,0
grid30,dmpc,2026-08-05,114.5457078177002,56999.97456389091,57329.35561652249,445.935618642,14,0.0,0,0.0,0.0,127.6368421052632,123.51957894736849,123.51957894736849,156.50909334080885,9.526645215817116,0.0,0
grid30,dmpc,2026-08-06,134.58682847205665,57632.550656884894,57979.41170951647,451.435454559,14,0.0,0,0.0,0.0,123.51957894736849,119.18381578947375,119.18381578947375,160.27412299078236,42.591795520147066,0.0,0
grid30,heur,2026-07-24,198.01842405805309,55188.066517383966,62283.75139153623,361.5980946061585,12,0.0,0,0.0,0.0,130.0,41.30393907309672,41.30393907309672,192.93919940414065,65.82184292672505,0.0,0
grid30,heur,2026-07-25,207.10425167565415,56169.13965512746,56169.13965512746,424.5428662811321,14,0.0,0,0.0,0.0,41.30393907309672,41.30393907309672,41.30393907309672,178.82610250706114,87.81416310957086,0.0,0
