hour,timestamp,pv_real_kw,load_real_kw,diesel_kw,grid_kw,charge_kw,discharge_kw,curtailed_kw,ens_kw,tariff,soc_kwh,violation,cost_diesel,cost_grid,cost_battery
14,2026-08-06 14:00:00-05:00,18.589475859287273,2.8767291753661524,0.0,-9.371746683921119,6.341,0.0,0.0,0.0,80.0,136.4362105263158,0,0.0,40.0,190.23000000000002
15,2026-08-06 15:00:00-05:00,16.405078405544412,2.8782288036604284,0.0,-13.526849601883983,0.0,0.0,0.0,0.0,80.0,142.4601605263158,0,0.0,40.0,0.0
16,2026-08-06 16:00:00-05:00,11.255989396716545,2.9269310802413693,0.0,-8.329058316475177,0.0,0.0,0.0,0.0,80.0,142.4601605263158,0,0.0,40.0,0.0
17,2026-08-06 17:00:00-05:00,5.647067578466911,3.488501965316195,0.0,-3.5455656131507154,0.0,1.387,0.0,0.0,80.0,142.4601605263158,0,0.0,40.0,41.61
18,2026-08-06 18:00:00-05:00,1.325526389045313,5.618563256235194,0.0,1.4160368671898809,0.0,2.877,0.0,0.0,80.0,141.0001605263158,0,0.0,153.28294937519047,86.30999999999999
19,2026-08-06 19:00:00-05:00,0.22648340689996038,7.397260273972603,0.0,4.293776867072642,0.0,2.877,0.0,0.0,140.0,137.9717394736842,0,0.0,641.12876139017,86.30999999999999
20,2026-08-06 20:00:00-05:00,0.10507870500107304,5.618563256235194,0.0,2.635484551234121,0.0,2.878,0.0,0.0,140.0,134.94331842105262,0,0.0,408.9678371727769,86.34
21,2026-08-06 21:00:00-05:00,0.2738216842139686,3.488501965316195,0.0,0.2876802811022263,0.0,2.927,0.0,0.0,140.0,131.9138447368421,0,0.0,80.27523935431168,87.81
22,2026-08-06 22:00:00-05:00,0.2852726304389466,2.9269310802413693,0.0,-0.847341550197577,0.0,3.489,0.0,0.0,80.0,128.83279210526314,0,0.0,40.0,104.67
23,2026-08-06 23:00:00-05:00,0.05784579615183225,2.8782288036603814,0.0,-2.7986169924914504,0.0,5.619,0.0,0.0,80.0,125.16016052631576,0,0.0,40.0,168.57
0,2026-08-07 00:00:00-05:00,0.15145406113793172,2.876712328851813,0.0,2.725258267713881,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,162.63662204712466,0.0
1,2026-08-07 01:00:00-05:00,0.09572323076865928,2.8767123850971856,0.0,2.7809891543285263,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,165.1445119447837,0.0
2,2026-08-07 02:00:00-05:00,0.16971551384238595,2.876726112278856,0.0,2.70701059843647,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,161.81547692964114,0.0
3,2026-08-07 03:00:00-05:00,0.05899642810738617,2.877953080952517,0.0,2.818956652845131,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,166.8530493780309,0.0
4,2026-08-07 04:00:00-05:00,0.2568805794625027,2.917800398155143,0.0,2.66091981869264,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,159.74139184116882,0.0
5,2026-08-07 05:00:00-05:00,0.20594093351068346,3.3772674859436367,0.0,3.1713265524329532,0.0,0.0,0.0,0.0,45.0,130.0,0,0.0,182.7096948594829,0.0
6,2026-08-07 06:00:00-05:00,0.5438122033119689,5.120044905786454,0.0,1.699232702474485,0.0,2.877,0.0,0.0,80.0,130.0,0,0.0,175.93861619795882,86.30999999999999
7,2026-08-07 07:00:00-05:00,3.778637046283252,6.575342465753426,0.0,0.7007054194701734,0.0,2.096,0.0,0.0,80.0,126.97157894736841,0,0.0,96.05643355761387,62.88
8,2026-08-07 08:00:00-05:00,8.523273116671783,5.120044905786454,0.0,-3.403228210885329,0.0,0.0,0.0,0.0,80.0,124.76526315789474,0,0.0,40.0,0.0
9,2026-08-07 09:00:00-05:00,11.109379431194279,3.3772674859436367,0.0,-7.732111945250642,0.0,0.0,0.0,0.0,80.0,124.76526315789474,0,0.0,40.0,0.0
10,2026-08-07 10:00:00-05:00,22.7598761324129,2.917800398155143,0.0,-9.138075734257756,10.704,0.0,0.0,0.0,80.0,124.76526315789474,0,0.0,40.0,321.12
11,2026-08-07 11:00:00-05:00,28.26529450230265,2.8779530809525737,0.0,-25.387341421350076,0.0,0.0,0.0,0.0,80.0,134.93406315789474,0,0.0,40.0,0.0
12,2026-08-07 12:00:00-05:00,30.051527251118134,2.8767261123823644,0.0,-27.17480113873577,0.0,0.0,0.0,0.0,80.0,134.93406315789474,0,0.0,40.0,0.0
13,2026-08-07 13:00:00-05:00,28.73503242258209,2.8767124539450397,0.0,-25.85831996863705,0.0,0.0,0.0,0.0,80.0,134.93406315789474,0,0.0,40.0,0.0
14,2026-08-07 14:00:00-05:00,25.32686483184706,2.8767291753661524,0.0,-22.45013565648091,0.0,0.0,0.0,0.0,80.0,134.93406315789474,0,0.0,40.0,0.0
15,2026-08-07 15:00:00-05:00,20.443543745581568,2.8782288036604284,0.0,-17.56531494192114,0.0,0.0,0.0,0.0,80.0,134.93406315789474,0,0.0,40.0,0.0
16,2026-08-07 16:00:00-05:00,14.117270026482585,2.9269310802413693,0.0,-11.190338946241216,0.0,0.0,0.0,0.0,80.0,134.93406315789474,0,0.0,40.0,0.0
17,2026-08-07 17:00:00-05:00,6.582146068161869,3.488501965316195,0.0,-4.267644102845674,0.0,1.174,0.0,0.0,80.0,134.93406315789474,0,0.0,40.0,35.22
18,2026-08-07 18:00:00-05:00,1.0451226884361446,5.618563256235194,0.0,1.6964405677990495,0.0,2.877,0.0,0.0,80.0,133.69827368421053,0,0.0,175.71524542392396,86.30999999999999
19,2026-08-07 19:00:00-05:00,0.18957198839942943,7.397260273972603,0.0,4.330688285573174,0.0,2.877,0.0,0.0,140.0,130.66985263157895,0,0.0,646.2963599802445,86.30999999999999
20,2026-08-07 20:00:00-05:00,0.23353886856062986,5.618563256235194,0.0,2.507024387674564,0.0,2.878,0.0,0.0,140.0,127.64143157894736,0,0.0,390.9834142744389,86.34
21,2026-08-07 21:00:00-05:00,0.16305668630141265,3.488501965316195,0.0,0.3984452790147821,0.0,2.927,0.0,0.0,140.0,124.61195789473683,0,0.0,95.7823390620695,87.81
22,2026-08-07 22:00:00-05:00,0.21397954340143877,2.9269310802413693,0.0,-0.7760484631600693,0.0,3.489,0.0,0.0,80.0,121.53090526315789,0,0.0,40.0,104.67
23,2026-08-07 23:00:00-05:00,0.16812412317618522,2.8782288036603814,0.0,-2.908895319515804,0.0,5.619,0.0,0.0,80.0,117.85827368421052,0,0.0,40.0,168.57
